brightness,dark_share,saturation,red_share,palette,palette_share,id,title,year
35.17,0.3202,0.4204,0.0875,"[""#171620"", ""#798485"", ""#203661"", ""#507ab9"", ""#b50908""]","[0.273, 0.22, 0.201, 0.163, 0.144]",456169,Galería del terror,1987
17.75,0.7357,0.4978,0.0425,"[""#1f1410"", ""#311f15"", ""#593c24"", ""#bc6f3d"", ""#8f8366""]","[0.497, 0.28, 0.115, 0.058, 0.05]",11542,Altered States,1980
19.43,0.6755,0.3013,0.0921,"[""#100705"", ""#4b3832"", ""#c0afac"", ""#5b1c12"", ""#d61112""]","[0.615, 0.15, 0.101, 0.086, 0.048]",423777,The Segua,1984
17.48,0.8073,0.2013,0.1408,"[""#171615"", ""#2f1d1e"", ""#4c2828"", ""#caa387"", ""#896456""]","[0.447, 0.24, 0.124, 0.109, 0.08]",65572,Heart of Midnight,1988
28.82,0.4937,0.4251,0.1463,"[""#120d10"", ""#6b3734"", ""#d9af9a"", ""#507672"", ""#c02d2c""]","[0.487, 0.202, 0.134, 0.114, 0.064]",104325,Patrick Still Lives!,1980
18.61,0.6861,0.6303,0.0,"[""#130d31"", ""#231459"", ""#482e90"", ""#0d0913"", ""#9586b9""]","[0.297, 0.292, 0.226, 0.128, 0.058]",405746,Door,1988
14.83,0.7086,0.6598,0.2255,"[""#040102"", ""#b50d14"", ""#321e29"", ""#661414"", ""#bea98c""]","[0.616, 0.168, 0.092, 0.082, 0.043]",11417,The Lift,1983
34.21,0.0323,0.3579,0.1021,"[""#2c423d"", ""#57717f"", ""#982224"", ""#79443d"", ""#aeb4a9""]","[0.621, 0.133, 0.115, 0.078, 0.053]",484499,Keep Out of Danger,1980
47.53,0.1595,0.3249,0.0037,"[""#2a3541"", ""#4d7483"", ""#b4bbb9"", ""#a67a50"", ""#daad3d""]","[0.37, 0.288, 0.172, 0.112, 0.058]",98164,Magic Story,1987
32.65,0.0054,0.9898,0.0,"[""#0b00fe"", ""#160fba"", ""#5f50e9"", ""#171071"", ""#9384da""]","[0.979, 0.008, 0.005, 0.004, 0.004]",758511,Screambook,1988
24.05,0.6222,0.2007,0.0486,"[""#292a2c"", ""#61373a"", ""#989956"", ""#4c7179"", ""#735835""]","[0.572, 0.164, 0.105, 0.086, 0.073]",114349,Laurin,1989
8.57,0.8323,0.6984,0.0098,"[""#040106"", ""#432f35"", ""#8e6e5e"", ""#d68b27"", ""#774e20""]","[0.845, 0.069, 0.036, 0.036, 0.014]",69163,The Clairvoyant,1982
14.38,0.8446,0.4907,0.0004,"[""#09080f"", ""#1c2465"", ""#252641"", ""#607098"", ""#d7ddea""]","[0.538, 0.292, 0.108, 0.038, 0.023]",58903,Creature,1985
38.76,0.2826,0.6367,0.2608,"[""#66141e"", ""#a97f4f"", ""#312732"", ""#b65824"", ""#daa126""]","[0.346, 0.233, 0.174, 0.163, 0.084]",26554,Class of Nuke 'Em High,1986
26.73,0.6058,0.4904,0.0765,"[""#070c08"", ""#b87f6d"", ""#482825"", ""#d8c9c4"", ""#820909""]","[0.657, 0.134, 0.1, 0.059, 0.05]",172620,Billy the Kid and the Green Baize Vampire,1985
32.56,0.3597,0.4565,0.0867,"[""#202628"", ""#a5572a"", ""#76909d"", ""#0b62a0"", ""#ee0605""]","[0.42, 0.226, 0.14, 0.108, 0.106]",3980,Critters,1986
79.42,0.0703,0.1169,0.0296,"[""#faf8f8"", ""#29251d"", ""#918264"", ""#833f34"", ""#a6a8c5""]","[0.47, 0.214, 0.178, 0.071, 0.068]",411209,Almohadón de Plumas,1988
13.41,0.805,0.516,0.1795,"[""#080306"", ""#4c0c13"", ""#431c45"", ""#d74d6d"", ""#c7a6b4""]","[0.598, 0.194, 0.09, 0.09, 0.029]",90652,Decoder,1984
17.11,0.6772,0.613,0.1238,"[""#0f0604"", ""#451310"", ""#2a7546"", ""#183b24"", ""#30bd65""]","[0.456, 0.177, 0.138, 0.134, 0.096]",8852,Prince of Darkness,1987
40.69,0.3952,0.3489,0.1246,"[""#151310"", ""#d4c3b5"", ""#bc7c61"", ""#57403a"", ""#dc1636""]","[0.367, 0.185, 0.177, 0.142, 0.13]",85141,The Majorettes,1986
24.17,0.5679,0.5601,0.0,"[""#081928"", ""#152c37"", ""#646f55"", ""#7d845a"", ""#475752""]","[0.609, 0.151, 0.099, 0.083, 0.058]",1019999,Halloween 4: Dawn of the Dreary,1982
9.28,0.8691,0.0132,0.0,"[""#000000"", ""#eeeeee"", ""#6d7071"", ""#a6a7a8"", ""#2d2e2e""]","[0.851, 0.046, 0.037, 0.034, 0.032]",42149,The Hand,1981
61.42,0.1902,0.4084,0.0352,"[""#e2a83e"", ""#1f1c1f"", ""#a85a31"", ""#eceae4"", ""#1e871a""]","[0.316, 0.244, 0.166, 0.146, 0.129]",112594,To Hell with the Devil,1982
26.64,0.4659,0.5079,0.163,"[""#13131d"", ""#5c3a31"", ""#223e63"", ""#7698b2"", ""#bb5b37""]","[0.392, 0.28, 0.147, 0.1, 0.08]",26953,Puppet Master,1989
22.73,0.6712,0.0803,0.0108,"[""#070605"", ""#34312f"", ""#837f7e"", ""#e1dfde"", ""#ee5042""]","[0.612, 0.158, 0.105, 0.099, 0.027]",240490,The Scarecrow,1982
55.48,0.1169,0.2165,0.0144,"[""#5e5447"", ""#9f907f"", ""#f0e2d4"", ""#1e2626"", ""#85843d""]","[0.318, 0.256, 0.191, 0.181, 0.054]",588258,Demons Apartment,1986
35.38,0.322,0.4617,0.1132,"[""#1c1821"", ""#4e5b99"", ""#aaa4a8"", ""#86432b"", ""#da3910""]","[0.4, 0.292, 0.106, 0.106, 0.096]",29908,Heartbeat,1983
46.26,0.2633,0.3336,0.0326,"[""#17130f"", ""#aa6942"", ""#4f5e4f"", ""#d0d3c4"", ""#73a262""]","[0.311, 0.25, 0.189, 0.154, 0.097]",28676,Amazonia: The Catherine Miles Story,1985
15.61,0.6691,0.5063,0.1144,"[""#0a0a0a"", ""#2065c1"", ""#af211d"", ""#4d725c"", ""#611620""]","[0.532, 0.158, 0.135, 0.1, 0.076]",567249,AR-15: Relentless Command,1988
26.84,0.4967,0.3287,0.0,"[""#141413"", ""#594dba"", ""#8573c8"", ""#3a2e63"", ""#c6b8c0""]","[0.344, 0.295, 0.168, 0.158, 0.034]",105917,Possessed,1983
40.08,0.4635,0.5545,0.0951,"[""#f9ed1c"", ""#090404"", ""#593a2c"", ""#a49638"", ""#c22224""]","[0.433, 0.291, 0.13, 0.086, 0.059]",67515,Luther the Geek,1989
40.05,0.334,0.4568,0.1155,"[""#1b170f"", ""#867b66"", ""#d48839"", ""#ef3c30"", ""#ced317""]","[0.339, 0.252, 0.197, 0.148, 0.064]",83411,The Drifting Classroom,1987
56.47,0.1261,0.3762,0.1651,"[""#5078ad"", ""#43282d"", ""#dad3d4"", ""#97483b"", ""#df9559""]","[0.318, 0.259, 0.165, 0.143, 0.116]",74225,Killer Party,1986
57.18,0.0661,0.3019,0.089,"[""#a7b0b0"", ""#485a95"", ""#bc8875"", ""#c3393d"", ""#332e33""]","[0.314, 0.267, 0.173, 0.125, 0.121]",401195,Ghost Busting,1989
15.96,0.7589,0.4058,0.0302,"[""#030507"", ""#c28856"", ""#dacea1"", ""#2f494c"", ""#4e241d""]","[0.717, 0.114, 0.064, 0.064, 0.04]",82431,The Fantasist,1986
15.66,0.7434,0.2662,0.0417,"[""#050409"", ""#445173"", ""#b9bfcc"", ""#d0826f"", ""#65372e""]","[0.712, 0.112, 0.066, 0.056, 0.054]",55401,The Deliberate Stranger,1986
32.06,0.4609,0.3127,0.0943,"[""#171110"", ""#57433a"", ""#7d7ab4"", ""#cbbd9a"", ""#c05240""]","[0.456, 0.199, 0.14, 0.109, 0.095]",151171,The Hidden Truth,1987
34.75,0.4027,0.2931,0.1797,"[""#2a2021"", ""#67413a"", ""#b85543"", ""#c9b2a1"", ""#6b7d81""]","[0.418, 0.208, 0.142, 0.134, 0.098]",76168,The Demon Murder Case,1983
24.83,0.5354,0.5257,0.4199,"[""#110e0a"", ""#d55536"", ""#4d231d"", ""#8b3328"", ""#d7b385""]","[0.342, 0.216, 0.195, 0.194, 0.053]",47410,Trapped,1982
33.96,0.4538,0.389,0.0837,"[""#1c1925"", ""#504550"", ""#a55833"", ""#e6cd20"", ""#cddee8""]","[0.453, 0.191, 0.174, 0.109, 0.073]",64855,Ghost Stories,1987
21.87,0.5486,0.414,0.1176,"[""#130b09"", ""#59331d"", ""#b66d3e"", ""#bb120c"", ""#a18e7a""]","[0.396, 0.267, 0.141, 0.114, 0.082]",27741,Satan's Storybook,1989
49.57,0.194,0.4453,0.2328,"[""#be7972"", ""#211015"", ""#91302e"", ""#506387"", ""#dbcacc""]","[0.253, 0.243, 0.241, 0.144, 0.119]",173106,Ghost Festival,1985
66.94,0.2767,0.0796,0.0357,"[""#f9f8f8"", ""#0b0707"", ""#55342b"", ""#b68577"", ""#cb302d""]","[0.484, 0.297, 0.081, 0.074, 0.064]",38500,Howling IV: The Original Nightmare,1988
27.41,0.5467,0.6008,0.0002,"[""#090c14"", ""#223850"", ""#4a8fb7"", ""#7f622d"", ""#adbcbd""]","[0.547, 0.182, 0.099, 0.098, 0.073]",108077,The House of the Blue Shadows,1986
76.9,0.07,0.2183,0.0191,"[""#f3e9e4"", ""#c1713a"", ""#352118"", ""#726392"", ""#578227""]","[0.425, 0.216, 0.181, 0.092, 0.086]",172735,Funny Ghost,1989
45.95,0.2574,0.6053,0.077,"[""#1d1519"", ""#53634a"", ""#ebe942"", ""#bc9e39"", ""#a21a11""]","[0.31, 0.241, 0.19, 0.182, 0.076]",36209,Zombie vs. Ninja,1988
26.5,0.562,0.3873,0.0715,"[""#0e0705"", ""#535738"", ""#c79c5c"", ""#eae91b"", ""#653321""]","[0.401, 0.168, 0.162, 0.135, 0.134]",269825,Black River Monster,1986
55.11,0.1035,0.2873,0.0724,"[""#6f7a92"", ""#c69955"", ""#393330"", ""#c7c1bc"", ""#eb2c0c""]","[0.219, 0.198, 0.198, 0.196, 0.188]",114619,The Demons of Ludlow,1983
32.38,0.3043,0.3332,0.1039,"[""#232d2f"", ""#567073"", ""#cb2d29"", ""#633027"", ""#c9986a""]","[0.457, 0.307, 0.096, 0.087, 0.052]",612566,Nishi Trishna,1989
17.36,0.5963,0.4288,0.3204,"[""#972318"", ""#0d0201"", ""#123006"", ""#8aac69"", ""#ae7747""]","[0.502, 0.238, 0.179, 0.044, 0.038]",566806,Don't Scream: It's Only a Movie!,1985
48.19,0.219,0.3331,0.1246,"[""#b79e87"", ""#2c211e"", ""#b33535"", ""#96b764"", ""#b167b9""]","[0.353, 0.287, 0.173, 0.103, 0.084]",194659,Hallucinations,1986
34.88,0.4452,0.4161,0.1218,"[""#0d0a13"", ""#c9b1b5"", ""#674b46"", ""#d05639"", ""#b99c6a""]","[0.561, 0.136, 0.133, 0.123, 0.048]",59737,The Devil's Gift,1984
23.96,0.6944,0.01,0.0,"[""#000000"", ""#f7f7f7"", ""#bab9b4"", ""#7b7872"", ""#3e3d3a""]","[0.666, 0.126, 0.115, 0.055, 0.038]",74899,The Fan,1981
25.56,0.5638,0.6063,0.0596,"[""#130d10"", ""#a34b2d"", ""#232d6d"", ""#d6bb80"", ""#5093c3""]","[0.566, 0.147, 0.125, 0.102, 0.06]",30478,Bloody New Year,1987
22.4,0.5281,0.3103,0.0557,"[""#15110d"", ""#463c37"", ""#817266"", ""#b72829"", ""#7c322f""]","[0.534, 0.212, 0.161, 0.053, 0.04]",89747,The Cellar,1989
31.34,0.3723,0.6096,0.1468,"[""#21201d"", ""#a65634"", ""#31659a"", ""#4a7d48"", ""#d01311""]","[0.409, 0.201, 0.194, 0.115, 0.081]",44971,"Spooky, Spooky",1988
26.49,0.5953,0.3027,0.2663,"[""#0a0405"", ""#f72a09"", ""#a61c14"", ""#ebe2e0"", ""#500f0e""]","[0.391, 0.336, 0.117, 0.079, 0.076]",32076,The Believers,1987
23.84,0.583,0.4526,0.1003,"[""#100706"", ""#ad612d"", ""#5d2914"", ""#dfbc91"", ""#c91e14""]","[0.447, 0.218, 0.192, 0.102, 0.041]",39991,A Blade in the Dark,1983
15.04,0.8022,0.5625,0.0064,"[""#1a0b10"", ""#111322"", ""#db6089"", ""#6e3d5b"", ""#8a9db0""]","[0.605, 0.236, 0.096, 0.036, 0.026]",16395,Inferno,1980
56.73,0.1056,0.3964,0.2166,"[""#ba4351"", ""#6e7fb5"", ""#e1a960"", ""#ddcacd"", ""#513033""]","[0.366, 0.183, 0.154, 0.153, 0.144]",419606,Midnight Guest,1989
50.18,0.2195,0.5261,0.1908,"[""#1b121f"", ""#ba9f9c"", ""#f2bc47"", ""#d1554f"", ""#70212a""]","[0.263, 0.212, 0.197, 0.195, 0.134]",874605,The Freddy Krueger Special,1988
37.69,0.4173,0.7908,0.1658,"[""#ebc105"", ""#171411"", ""#562914"", ""#a61c21"", ""#9c6f24""]","[0.329, 0.322, 0.136, 0.107, 0.106]",208917,Howl of the Devil,1988
34.48,0.4635,0.6503,0.0627,"[""#0d2f4f"", ""#0b151d"", ""#e0764e"", ""#d2b7a7"", ""#75453b""]","[0.388, 0.306, 0.166, 0.084, 0.056]",19064,Once Bitten,1985
36.85,0.3043,0.7733,0.1749,"[""#093150"", ""#237fad"", ""#e41f26"", ""#3c1818"", ""#cca89e""]","[0.506, 0.22, 0.141, 0.07, 0.064]",7988,The Island,1980
50.85,0.2051,0.3868,0.0795,"[""#303224"", ""#e86b38"", ""#91b3a7"", ""#efd58c"", ""#884b2c""]","[0.321, 0.244, 0.189, 0.129, 0.117]",139404,Hotline,1982
29.2,0.3995,0.3339,0.157,"[""#0b0506"", ""#454555"", ""#a29a82"", ""#d42924"", ""#8f453e""]","[0.362, 0.2, 0.184, 0.147, 0.106]",211998,Twisted Illusions,1985
23.26,0.5616,0.5689,0.0677,"[""#10070b"", ""#824d29"", ""#3d1d16"", ""#afa5b3"", ""#480e85""]","[0.478, 0.259, 0.165, 0.056, 0.042]",1030452,Inside the Closet,1984
57.24,0.2085,0.139,0.0262,"[""#202b27"", ""#faf9f9"", ""#545754"", ""#b39797"", ""#e72d29""]","[0.418, 0.245, 0.172, 0.112, 0.053]",134245,Pure Blood,1982
34.39,0.3735,0.3929,0.184,"[""#241414"", ""#654941"", ""#ad8062"", ""#b6523c"", ""#c6b3a7""]","[0.44, 0.237, 0.166, 0.085, 0.072]",31646,Piranha II: The Spawning,1982
33.76,0.5314,0.5178,0.0,"[""#0c232f"", ""#123051"", ""#75838b"", ""#dcbbcb"", ""#427a44""]","[0.546, 0.25, 0.11, 0.066, 0.027]",316961,Cards of Death,1986
39.9,0.2938,0.5791,0.0662,"[""#291f19"", ""#7a371a"", ""#ab7a37"", ""#e1cba8"", ""#d3c03c""]","[0.367, 0.282, 0.236, 0.078, 0.038]",85007,Murderlust,1985
19.29,0.6259,0.5977,0.2008,"[""#251310"", ""#3c2014"", ""#52351c"", ""#705637"", ""#b4ab9c""]","[0.336, 0.307, 0.254, 0.086, 0.018]",877430,Classic Ghost Stories,1986
21.65,0.6608,0.1743,0.1243,"[""#211f1f"", ""#8b4f47"", ""#5a423e"", ""#c6a595"", ""#cd3e3d""]","[0.549, 0.184, 0.182, 0.055, 0.029]",30711,Edgar Allan Poe's Buried Alive,1989
45.22,0.2297,0.2945,0.1603,"[""#bc8e71"", ""#664d42"", ""#060303"", ""#c4625a"", ""#ecdbbe""]","[0.312, 0.248, 0.17, 0.158, 0.111]",85010,Victims!,1985
23.8,0.5683,0.5473,0.5001,"[""#1e1116"", ""#e91e1d"", ""#532428"", ""#a22725"", ""#bc817a""]","[0.392, 0.241, 0.202, 0.113, 0.052]",36837,FleshEater,1988
33.59,0.3495,0.5991,0.1178,"[""#08191d"", ""#234e4d"", ""#829d86"", ""#854735"", ""#c32711""]","[0.425, 0.22, 0.151, 0.138, 0.065]",447755,A Life Full of Evils,1983
24.61,0.5728,0.3981,0.1269,"[""#120d10"", ""#234c6f"", ""#30a2bf"", ""#d05257"", ""#d9ac96""]","[0.486, 0.181, 0.126, 0.108, 0.099]",767256,The Two Faces of Evil,1980
32.79,0.4432,0.4852,0.0488,"[""#0f1819"", ""#05274f"", ""#4b6c90"", ""#7e504c"", ""#bac5d5""]","[0.43, 0.223, 0.128, 0.118, 0.102]",67345,Mr Vampire Saga 4,1988
25.88,0.5913,0.6222,0.1105,"[""#180907"", ""#c6906b"", ""#ca1612"", ""#663826"", ""#b1b9b3""]","[0.689, 0.095, 0.094, 0.076, 0.047]",68964,Hide And Go Shriek,1988
29.57,0.4884,0.5866,0.4078,"[""#1c0e0d"", ""#541f1f"", ""#c3936a"", ""#e42211"", ""#b04d3c""]","[0.34, 0.237, 0.159, 0.144, 0.12]",35564,The Midnight Hour,1985
39.65,0.3704,0.3287,0.156,"[""#37262a"", ""#c3b8ad"", ""#cb2833"", ""#595b78"", ""#913839""]","[0.452, 0.171, 0.137, 0.133, 0.107]",85135,City in Panic,1987
32.12,0.326,0.59,0.1939,"[""#553120"", ""#24130c"", ""#7c341c"", ""#a48672"", ""#b05b29""]","[0.284, 0.279, 0.176, 0.131, 0.13]",34311,Sleepaway Camp II: Unhappy Campers,1988
35.26,0.4385,0.269,0.1026,"[""#181c19"", ""#cbbcb5"", ""#5c749a"", ""#b25646"", ""#e72218""]","[0.456, 0.178, 0.159, 0.141, 0.066]",73146,Deathrow Gameshow,1987
35.67,0.365,0.5101,0.1489,"[""#190f14"", ""#4d263c"", ""#a65e46"", ""#ecb42d"", ""#819499""]","[0.289, 0.25, 0.199, 0.141, 0.121]",275328,Beverly Hills Bodysnatchers,1989
40.62,0.0,0.508,0.9078,"[""#81433f"", ""#a44e3f"", ""#cd5b3f"", ""#9f7e79"", ""#c8c9c3""]","[0.734, 0.16, 0.074, 0.019, 0.014]",496952,7 Manusia Harimau,1987
40.62,0.3011,0.5795,0.4371,"[""#30202a"", ""#91342c"", ""#e2522f"", ""#ebab78"", ""#e2da20""]","[0.305, 0.283, 0.212, 0.161, 0.039]",27475,The Slumber Party Massacre,1982
10.81,0.8223,0.2822,0.0829,"[""#080405"", ""#1e293c"", ""#843125"", ""#e70c10"", ""#a29ab5""]","[0.508, 0.294, 0.098, 0.06, 0.04]",36599,Prom Night,1980
38.9,0.1471,0.4868,0.1228,"[""#464b8e"", ""#432f25"", ""#97603f"", ""#d6422f"", ""#cba990""]","[0.375, 0.27, 0.162, 0.104, 0.089]",476819,Ninja Evil Strike,1985
39.08,0.3954,0.464,0.1165,"[""#0e070e"", ""#542a1e"", ""#b68760"", ""#212f63"", ""#cad0c7""]","[0.318, 0.269, 0.186, 0.121, 0.106]",104599,Bewitched,1981
41.54,0.2723,0.3231,0.0183,"[""#1b2738"", ""#595e59"", ""#d4d5d1"", ""#b2905d"", ""#8a1512""]","[0.555, 0.203, 0.114, 0.094, 0.034]",21515,Student Bodies,1981
44.12,0.3273,0.5547,0.1761,"[""#1c0e0b"", ""#76453b"", ""#ed5e1b"", ""#fdd646"", ""#dbbfa2""]","[0.367, 0.191, 0.185, 0.141, 0.116]",49237,Fair Game,1986
55.71,0.0,0.0366,0.0,"[""#858489"", ""#6a6769"", ""#4a4644"", ""#f9f9f9"", ""#bababc""]","[0.526, 0.225, 0.12, 0.09, 0.04]",752001,Victims,1982
43.77,0.1476,0.4503,0.1217,"[""#4c3936"", ""#925437"", ""#df7b2c"", ""#eec181"", ""#e6c31e""]","[0.347, 0.294, 0.171, 0.146, 0.042]",307590,Phir Wahi Raat,1980
49.08,0.18,0.3475,0.0189,"[""#1e2527"", ""#3f5ca0"", ""#6ea2c9"", ""#add2d3"", ""#7a5c5a""]","[0.256, 0.252, 0.2, 0.189, 0.104]",18086,Fright Night Part 2,1988
29.38,0.4517,0.6402,0.3045,"[""#150c19"", ""#722e2f"", ""#e2542e"", ""#191c63"", ""#d29372""]","[0.345, 0.205, 0.188, 0.156, 0.106]",227433,Hong-Do Mirror,1985
20.66,0.6,0.4841,0.0004,"[""#0f0f1d"", ""#191f3f"", ""#323a51"", ""#4b6088"", ""#a29caf""]","[0.356, 0.31, 0.165, 0.134, 0.036]",44859,Mortuary,1983
25.59,0.2772,0.4012,0.043,"[""#2a3857"", ""#1a0e18"", ""#8d6362"", ""#654d4e"", ""#412e32""]","[0.392, 0.254, 0.139, 0.123, 0.092]",766162,Life of the Artist,1981
51.98,0.3596,0.2282,0.0,"[""#06080c"", ""#f1f5f6"", ""#203b52"", ""#4b667c"", ""#b5c3cc""]","[0.452, 0.227, 0.178, 0.078, 0.066]",16182,The Woman in Black,1989
12.63,0.7916,0.4787,0.2024,"[""#0b0101"", ""#3a0f10"", ""#8c2218"", ""#e1a681"", ""#e82b11""]","[0.586, 0.176, 0.098, 0.07, 0.069]",40236,The Nesting,1981
66.92,0.0044,0.4611,0.0922,"[""#3bc049"", ""#dad1c5"", ""#8e6156"", ""#a82926"", ""#96a04e""]","[0.499, 0.141, 0.14, 0.116, 0.104]",88353,Surgikill,1989
53.15,0.1238,0.3903,0.1663,"[""#422f29"", ""#753825"", ""#e2dcac"", ""#958a69"", ""#b86637""]","[0.224, 0.204, 0.198, 0.192, 0.182]",820633,Hechizo,1984
13.01,0.8712,0.3551,0.0009,"[""#15130c"", ""#23251f"", ""#5f564e"", ""#95af9c"", ""#2c4e71""]","[0.764, 0.151, 0.043, 0.036, 0.006]",124124,Grave Secrets,1989
20.13,0.6868,0.2378,0.0652,"[""#140d0e"", ""#272356"", ""#b4211d"", ""#c1afaa"", ""#b3488c""]","[0.506, 0.19, 0.116, 0.095, 0.093]",85191,Scream,1981
41.48,0.3498,0.3598,0.1547,"[""#221619"", ""#785e84"", ""#c34955"", ""#ded2e0"", ""#99a86b""]","[0.436, 0.192, 0.187, 0.11, 0.074]",143627,The Red Panther,1983
49.24,0.1278,0.3513,0.1805,"[""#8a6266"", ""#cd5f6e"", ""#2b2937"", ""#d4a8af"", ""#2871b0""]","[0.271, 0.25, 0.203, 0.186, 0.09]",230656,Conton,1987
51.68,0.264,0.4061,0.0596,"[""#16123a"", ""#c0d4f2"", ""#583f4d"", ""#cab18c"", ""#953935""]","[0.405, 0.218, 0.155, 0.121, 0.101]",447726,Ripper,1989
15.2,0.7368,0.2022,0.0537,"[""#090606"", ""#8a8475"", ""#bcaf60"", ""#6b181a"", ""#e61117""]","[0.655, 0.138, 0.076, 0.069, 0.062]",250362,Daemon,1985
25.46,0.4968,0.4985,0.2405,"[""#261518"", ""#56352d"", ""#963522"", ""#ba743a"", ""#886b56""]","[0.46, 0.164, 0.148, 0.132, 0.098]",29555,Demon Warrior,1988
27.02,0.5211,0.6222,0.2957,"[""#1a0a08"", ""#b22e06"", ""#3d261c"", ""#79311a"", ""#cbc0ba""]","[0.399, 0.294, 0.179, 0.078, 0.05]",24124,The Burning,1981
31.62,0.3793,0.5179,0.1678,"[""#212b61"", ""#312024"", ""#a9653e"", ""#df3924"", ""#948a92""]","[0.337, 0.287, 0.174, 0.121, 0.081]",59744,Grotesque,1988
34.86,0.506,0.3993,0.0125,"[""#0c090e"", ""#160d90"", ""#cdd0d3"", ""#8d7d5b"", ""#4b6eb3""]","[0.541, 0.187, 0.132, 0.091, 0.048]",107374,He Lives by Night,1982
22.6,0.6359,0.6791,0.0002,"[""#0c081a"", ""#191744"", ""#1b369a"", ""#4d85d5"", ""#c5ceda""]","[0.355, 0.294, 0.217, 0.098, 0.036]",729591,The Ghost Building,1980
31.31,0.4664,0.3988,0.0212,"[""#110f11"", ""#504b37"", ""#ede030"", ""#c1a17a"", ""#12821a""]","[0.424, 0.266, 0.129, 0.117, 0.063]",73217,Beasties,1991
28.42,0.6033,0.0,0.0,"[""#030303"", ""#f3f3f3"", ""#767676"", ""#3b3b3b"", ""#b4b4b4""]","[0.566, 0.153, 0.106, 0.088, 0.086]",1001654,Bloody Mary The Movie,1987
57.18,0.1986,0.295,0.0909,"[""#eee3ce"", ""#1f1a16"", ""#6c5b4d"", ""#d29164"", ""#c73423""]","[0.275, 0.26, 0.2, 0.148, 0.117]",482431,The Woman Who Eats People,1982
77.87,0.0227,0.7226,0.0184,"[""#fbdd24"", ""#e1711c"", ""#b49741"", ""#463c30"", ""#cccacc""]","[0.716, 0.148, 0.053, 0.042, 0.041]",360486,Uneasy Encounters,1994
22.43,0.6066,0.8245,0.8218,"[""#360808"", ""#d23c37"", ""#7b2021"", ""#cc7e56"", ""#621e4f""]","[0.621, 0.153, 0.141, 0.047, 0.038]",278336,"Shake, Rattle & Roll V",1994
12.35,0.7602,0.3761,0.1159,"[""#08070d"", ""#3667d0"", ""#df3b26"", ""#742920"", ""#6cadd3""]","[0.632, 0.134, 0.112, 0.074, 0.047]",28679,House on the Edge of the Park,1980
31.42,0.3661,0.701,0.1804,"[""#72280e"", ""#4c2912"", ""#1d180b"", ""#a26023"", ""#bfa187""]","[0.247, 0.243, 0.237, 0.212, 0.062]",85148,Terror at Tenkiller,1986
66.09,0.0276,0.5777,0.0982,"[""#edd337"", ""#bd9344"", ""#d4341a"", ""#6c5337"", ""#d4cd9f""]","[0.314, 0.269, 0.155, 0.149, 0.114]",521595,By Hook or By Crook,1985
56.34,0.2218,0.2462,0.2064,"[""#332c25"", ""#f3e9e8"", ""#cb4e32"", ""#7e3f30"", ""#c18f83""]","[0.289, 0.217, 0.18, 0.166, 0.147]",172798,Blood Thirsty,1999
19.03,0.6335,0.1946,0.0516,"[""#181616"", ""#523d36"", ""#9d765b"", ""#71763d"", ""#db4d35""]","[0.48, 0.263, 0.134, 0.082, 0.042]",774974,"Children's Scary Story ""The Fear of a Three Sided Mirror""",1997
16.9,0.6636,0.3709,0.1207,"[""#0d0a0c"", ""#392621"", ""#6a3e2f"", ""#d72f34"", ""#a47c7a""]","[0.493, 0.195, 0.19, 0.068, 0.055]",108463,Intimate Crimes,1996
48.43,0.3315,0.4285,0.0161,"[""#150f1a"", ""#cc99e6"", ""#d6cedc"", ""#80b187"", ""#ca5d77""]","[0.501, 0.224, 0.122, 0.09, 0.063]",447357,Black Magic,1993
23.77,0.6138,0.7742,0.0,"[""#0d0b5f"", ""#0c122b"", ""#309112"", ""#275a2d"", ""#777f9f""]","[0.498, 0.208, 0.169, 0.072, 0.054]",482130,Moray,1994
24.53,0.5278,0.5104,0.2956,"[""#100707"", ""#e31d05"", ""#77110d"", ""#e77634"", ""#ab8771""]","[0.362, 0.284, 0.165, 0.107, 0.082]",601885,Death on the Beach,1991
21.88,0.5009,0.6187,0.004,"[""#070913"", ""#263da8"", ""#1a2a5b"", ""#8956a3"", ""#cba8a2""]","[0.397, 0.32, 0.14, 0.115, 0.027]",6488,Arachnophobia,1990
28.17,0.3984,0.8128,0.5713,"[""#a30203"", ""#1a0906"", ""#710505"", ""#400607"", ""#b29c72""]","[0.272, 0.254, 0.224, 0.155, 0.094]",648628,Les Démons de la Cave,1998
31.81,0.454,0.7858,0.1581,"[""#110919"", ""#191d4f"", ""#ac435f"", ""#d5ac34"", ""#ca4027""]","[0.398, 0.169, 0.151, 0.151, 0.13]",27878,Zombie Bloodbath 2: Rage of the Undead,1995
31.86,0.4916,0.4337,0.3199,"[""#181014"", ""#d34f50"", ""#f09ca5"", ""#661e20"", ""#77754c""]","[0.437, 0.233, 0.166, 0.105, 0.059]",45773,Aberration,1997
32.64,0.5046,0.6314,0.0465,"[""#08030a"", ""#c8b389"", ""#854118"", ""#bf8331"", ""#481f12""]","[0.546, 0.191, 0.096, 0.091, 0.076]",288607,Morella,1997
13.28,0.7823,0.6093,0.4273,"[""#0e040a"", ""#390e15"", ""#601119"", ""#981821"", ""#ba8f80""]","[0.408, 0.286, 0.19, 0.088, 0.028]",1813,The Devil's Advocate,1997
