brightness,dark_share,saturation,red_share,palette,palette_share,id,title,year
5.81,0.9259,0.8371,0.0452,"[""#060310"", ""#20020d"", ""#051d51"", ""#0b172d"", ""#195f7a""]","[0.475, 0.29, 0.095, 0.086, 0.054]",969679,RPG RIP,2020
7.77,0.8583,0.2477,0.0299,"[""#050608"", ""#0b2636"", ""#2f201e"", ""#636265"", ""#6c1716""]","[0.701, 0.13, 0.067, 0.06, 0.042]",869128,Fog,2021
17.98,0.6197,0.4425,0.1466,"[""#121014"", ""#293840"", ""#4f1516"", ""#a91c15"", ""#5e727e""]","[0.449, 0.269, 0.123, 0.082, 0.076]",737519,The Rope Curse 2,2020
13.1,0.7595,0.5509,0.077,"[""#0d0506"", ""#331915"", ""#5b3f37"", ""#8c5334"", ""#b8aaa6""]","[0.638, 0.184, 0.106, 0.052, 0.02]",855149,The Candidate,2021
36.54,0.1497,0.3508,0.0012,"[""#61533f"", ""#47392a"", ""#2f261b"", ""#7c6d52"", ""#998a6e""]","[0.286, 0.226, 0.171, 0.165, 0.153]",994549,In The Dark,2022
14.88,0.797,0.0,0.0,"[""#090909"", ""#2b2b2b"", ""#5f5f5f"", ""#ebebeb"", ""#a3a3a3""]","[0.744, 0.093, 0.061, 0.057, 0.045]",765996,Toxic Man,2020
17.14,0.6058,0.219,0.0019,"[""#050404"", ""#736957"", ""#544534"", ""#2f2924"", ""#905a22""]","[0.453, 0.179, 0.172, 0.142, 0.054]",916351,Payé,2022
51.8,0.0624,0.3519,0.0801,"[""#457994"", ""#b0a2a0"", ""#8f615e"", ""#351f1e"", ""#a25133""]","[0.541, 0.192, 0.105, 0.102, 0.06]",560981,The Amusement Park,2021
39.52,0.1595,0.6355,0.1922,"[""#ab1233"", ""#284a76"", ""#ab8b71"", ""#242434"", ""#a8b22f""]","[0.401, 0.243, 0.162, 0.154, 0.04]",702068,Selfie Stick,2020
74.54,0.0838,0.1417,0.0892,"[""#e7f1f1"", ""#84403c"", ""#281c1f"", ""#b09aa1"", ""#555158""]","[0.461, 0.182, 0.154, 0.117, 0.085]",672741,Till Death,2021
31.38,0.3985,0.3266,0.0707,"[""#110e0e"", ""#a58f87"", ""#5b403a"", ""#2c4245"", ""#aa1515""]","[0.392, 0.242, 0.166, 0.138, 0.063]",706727,Choke,2020
27.76,0.4929,0.3517,0.0476,"[""#111317"", ""#363a40"", ""#6c7478"", ""#a8c3c7"", ""#b24248""]","[0.503, 0.228, 0.16, 0.063, 0.046]",715239,Triggered,2020
18.1,0.6565,0.4823,0.1366,"[""#101010"", ""#3d7e7f"", ""#4a0b0a"", ""#9b140b"", ""#d9b13c""]","[0.551, 0.167, 0.141, 0.084, 0.056]",911912,Chokh - Eye,2021
40.9,0.0508,0.8456,0.7891,"[""#a10603"", ""#710907"", ""#d4280d"", ""#e98954"", ""#f0cda0""]","[0.387, 0.35, 0.128, 0.071, 0.064]",741636,Bloodthirsty,2021
26.22,0.579,0.2511,0.0126,"[""#070404"", ""#2a201e"", ""#644f4b"", ""#a0837d"", ""#d3c2be""]","[0.52, 0.144, 0.121, 0.119, 0.097]",723072,Host,2020
61.08,0.1367,0.2805,0.0743,"[""#bbc0c1"", ""#322a3b"", ""#e2b128"", ""#813d25"", ""#47983e""]","[0.288, 0.239, 0.171, 0.167, 0.135]",796271,A Kid's Flick,2021
36.9,0.3484,0.3694,0.2254,"[""#1c0e0f"", ""#c42b22"", ""#9b9399"", ""#4d312a"", ""#95332c""]","[0.39, 0.225, 0.2, 0.108, 0.078]",934708,Horse Brothers,2022
10.29,0.836,0.3009,0.0031,"[""#080604"", ""#241d16"", ""#594536"", ""#9d6f46"", ""#cab08d""]","[0.702, 0.141, 0.079, 0.046, 0.031]",786835,Lies Inside,2020
21.59,0.5915,0.421,0.1685,"[""#141415"", ""#44231a"", ""#90663c"", ""#92251f"", ""#818b81""]","[0.393, 0.313, 0.147, 0.077, 0.069]",726217,Escape: Puzzle of Fear,2020
21.06,0.5612,0.6396,0.5754,"[""#1e0f0b"", ""#3f1712"", ""#6c2318"", ""#a33527"", ""#8d796d""]","[0.365, 0.232, 0.189, 0.171, 0.043]",802909,Les chemins de l'oubli,2021
7.47,0.9256,0.5875,0.0061,"[""#050609"", ""#0a1523"", ""#142842"", ""#323e4e"", ""#7996b1""]","[0.517, 0.277, 0.158, 0.038, 0.01]",857006,Sisters,2021
17.39,0.5707,0.5673,0.0221,"[""#07062c"", ""#463e4c"", ""#2f213b"", ""#686870"", ""#9b0f0c""]","[0.64, 0.167, 0.111, 0.057, 0.024]",692478,Case 347,2020
28.12,0.4851,0.5218,0.1111,"[""#150c16"", ""#262748"", ""#933b51"", ""#4d6899"", ""#d4a69f""]","[0.373, 0.25, 0.188, 0.102, 0.086]",747005,The August Club,2020
21.85,0.5874,0.2599,0.0503,"[""#2c2424"", ""#1a0e17"", ""#583c31"", ""#535654"", ""#aa907a""]","[0.385, 0.279, 0.148, 0.101, 0.087]",869089,Adiala,2021
30.66,0.4484,0.6406,0.0,"[""#02131c"", ""#0b3138"", ""#2b5860"", ""#5d898f"", ""#aec7c5""]","[0.414, 0.256, 0.17, 0.114, 0.046]",783572,The Lodger,2021
21.07,0.6152,0.5285,0.1024,"[""#110e0e"", ""#442216"", ""#85421e"", ""#8f7c69"", ""#d29941""]","[0.515, 0.196, 0.147, 0.081, 0.062]",645856,The Seventh Day,2021
31.57,0.4013,0.6524,0.0713,"[""#1e1820"", ""#55308e"", ""#9e4631"", ""#d7b238"", ""#5790b6""]","[0.388, 0.251, 0.148, 0.112, 0.101]",503736,Army of the Dead,2021
20.23,0.5758,0.458,0.0029,"[""#101412"", ""#213539"", ""#325a6c"", ""#5495b3"", ""#7d272d""]","[0.431, 0.294, 0.184, 0.086, 0.006]",789765,The Child Who Would Not Come,2021
19.55,0.6567,0.6362,0.136,"[""#1e0b0e"", ""#642128"", ""#390948"", ""#4c0896"", ""#d1b0bc""]","[0.508, 0.218, 0.153, 0.063, 0.058]",847136,Mal viaje,2021
34.54,0.3589,0.5743,0.0001,"[""#233d5a"", ""#539ab5"", ""#100f13"", ""#d5aa19"", ""#8c2d61""]","[0.312, 0.264, 0.25, 0.133, 0.042]",618352,DC Showcase: The Phantom Stranger,2020
36.27,0.0018,0.5944,0.8424,"[""#72342c"", ""#8a4c3a"", ""#aa725d"", ""#f59f49"", ""#be753d""]","[0.672, 0.173, 0.077, 0.047, 0.031]",896959,Certos Cães,2021
10.82,0.829,0.8282,0.3702,"[""#19040d"", ""#33030a"", ""#5f030a"", ""#9f0309"", ""#776f76""]","[0.543, 0.234, 0.119, 0.087, 0.017]",759571,Stalker,2020
29.07,0.4907,0.4114,0.0051,"[""#0f1a34"", ""#0a0917"", ""#363947"", ""#736b71"", ""#c1bfc3""]","[0.324, 0.305, 0.192, 0.115, 0.065]",942161,Baby Doll,2021
6.76,0.8535,0.3847,0.0163,"[""#010204"", ""#212726"", ""#4e5353"", ""#790b0d"", ""#3d0809""]","[0.826, 0.087, 0.058, 0.014, 0.014]",1030961,Date With a Serial Killer,2022
28.08,0.4136,0.4336,0.0124,"[""#0c0c12"", ""#544c3a"", ""#89532e"", ""#bfa579"", ""#ba9520""]","[0.454, 0.261, 0.12, 0.101, 0.064]",756439,New Not Normal,2020
10.96,0.8102,0.3457,0.0,"[""#05080a"", ""#12252b"", ""#22454d"", ""#477581"", ""#96c1ca""]","[0.54, 0.235, 0.13, 0.076, 0.018]",511243,The Wizard Hunter: The Hunt for Evangelion Crowley,2022
9.41,0.8487,0.4364,0.0438,"[""#0b0708"", ""#44474b"", ""#531718"", ""#961c20"", ""#aeb1a7""]","[0.854, 0.064, 0.034, 0.026, 0.022]",756132,The Samejima Incident,2020
55.83,0.0,0.2307,0.0,"[""#6e674d"", ""#58503a"", ""#847b5c"", ""#c6c1b7"", ""#b2a586""]","[0.252, 0.246, 0.23, 0.213, 0.06]",892457,DINNER,2021
2.16,0.9542,0.1605,0.0067,"[""#020000"", ""#271307"", ""#793f15"", ""#4a240c"", ""#b1722d""]","[0.757, 0.088, 0.077, 0.064, 0.014]",759806,Prolepsis,2020
18.18,0.6636,0.7078,0.349,"[""#0a0303"", ""#f70102"", ""#4b0506"", ""#970507"", ""#b8b7b8""]","[0.547, 0.348, 0.058, 0.044, 0.004]",1015845,Insomniac,2022
56.56,0.2324,0.4248,0.1055,"[""#4f2310"", ""#1d0d08"", ""#ecf0f2"", ""#97784a"", ""#8e4d20""]","[0.317, 0.222, 0.162, 0.158, 0.142]",766189,Cottonmouth,2020
18.93,0.7018,0.3922,0.0633,"[""#180e19"", ""#2a2b26"", ""#613d2c"", ""#b35c3d"", ""#939c9f""]","[0.565, 0.201, 0.096, 0.087, 0.051]",634311,Atomic Ed,2020
4.71,0.9172,0.6258,0.1632,"[""#060102"", ""#2b0909"", ""#780907"", ""#4b0405"", ""#c0160f""]","[0.745, 0.073, 0.071, 0.07, 0.041]",760522,The Lift,2020
40.7,0.2712,0.3301,0.0671,"[""#1c1819"", ""#555e56"", ""#b9b39d"", ""#693522"", ""#d9903e""]","[0.335, 0.213, 0.184, 0.166, 0.101]",980605,Wrath of Van Helsing,2022
11.88,0.8316,0.4483,0.1521,"[""#160b0c"", ""#300707"", ""#583a2f"", ""#c6911d"", ""#b7b2ae""]","[0.631, 0.173, 0.112, 0.078, 0.006]",832601,The Andy Baker Tape,2022
16.62,0.7041,0.5703,0.2815,"[""#1d110f"", ""#1a302b"", ""#42100e"", ""#920f0d"", ""#646456""]","[0.367, 0.264, 0.248, 0.064, 0.057]",733057,Perempuan Bergaun Merah,2022
20.59,0.5978,0.4804,0.2229,"[""#160e10"", ""#4e241d"", ""#992f28"", ""#81355e"", ""#b88c75""]","[0.43, 0.213, 0.147, 0.132, 0.078]",828306,Entropy,2022
13.16,0.7407,0.7695,0.4366,"[""#0e0101"", ""#310705"", ""#5a0c0b"", ""#8f1708"", ""#d14012""]","[0.374, 0.208, 0.16, 0.146, 0.112]",892087,Gravis Terrae,2021
9.74,0.8082,0.2918,0.008,"[""#090503"", ""#35241b"", ""#6d4d3a"", ""#a5886f"", ""#3487b7""]","[0.652, 0.165, 0.123, 0.056, 0.004]",854969,Kaykobad,2021
37.64,0.2096,0.4063,0.0,"[""#5e7e2d"", ""#424727"", ""#232323"", ""#5c5c6a"", ""#c6c8d7""]","[0.423, 0.236, 0.209, 0.093, 0.039]",723408,Eden,2020
26.97,0.4801,0.4252,0.0582,"[""#140c0e"", ""#4f3733"", ""#a78d71"", ""#b2091b"", ""#565f80""]","[0.471, 0.274, 0.166, 0.046, 0.042]",984055,Honto Ni Atta! Noroi No Video 91,2021
11.44,0.8393,0.7538,0.0002,"[""#040915"", ""#14252f"", ""#84113a"", ""#46102a"", ""#7fa19d""]","[0.692, 0.142, 0.07, 0.069, 0.027]",742043,Stigmatized Properties,2020
38.45,0.281,0.35,0.2023,"[""#b01722"", ""#181314"", ""#67453d"", ""#bb826b"", ""#b2a7a9""]","[0.286, 0.223, 0.215, 0.179, 0.098]",831410,Bring It On: Cheer or Die,2022
37.55,0.2654,0.4503,0.2233,"[""#552531"", ""#81655a"", ""#230e12"", ""#c5a46f"", ""#ad5b52""]","[0.26, 0.23, 0.23, 0.168, 0.112]",793234,Heathens,2021
40.71,0.3006,0.6171,0.2944,"[""#0f1713"", ""#d16945"", ""#81412f"", ""#e7ae76"", ""#da1021""]","[0.333, 0.226, 0.219, 0.18, 0.041]",764750,The nigthmare,2020
27.9,0.4661,0.3387,0.2111,"[""#252025"", ""#3f1f1d"", ""#5d564d"", ""#8d573a"", ""#aeac9d""]","[0.344, 0.321, 0.181, 0.088, 0.066]",803142,The Haunting of Hythe House,2021
4.96,0.9339,0.0444,0.0,"[""#000000"", ""#e9ebf0"", ""#2a1f29"", ""#585869"", ""#a29dae""]","[0.902, 0.034, 0.027, 0.023, 0.015]",974382,It Lurks in the Darkness,2022
24.14,0.5621,0.4282,0.0022,"[""#0c1313"", ""#314f51"", ""#ab8e6a"", ""#2bc1d0"", ""#86324d""]","[0.546, 0.228, 0.118, 0.061, 0.048]",718156,Unlock,2020
23.92,0.4897,0.3666,0.0009,"[""#0e120e"", ""#564230"", ""#26423b"", ""#7c958f"", ""#99863c""]","[0.448, 0.233, 0.204, 0.094, 0.02]",960750,Don't Press Record,2022
81.18,0.0,0.253,0.0072,"[""#a4cbec"", ""#7ba9e9"", ""#e5e9ec"", ""#d5ba8d"", ""#b77757""]","[0.347, 0.225, 0.215, 0.111, 0.102]",754928,The Big Parade,2021
47.09,0.038,0.2778,0.1385,"[""#4b3c34"", ""#894236"", ""#696664"", ""#afc2b6"", ""#c7964e""]","[0.303, 0.241, 0.204, 0.198, 0.054]",896169,It Came From The Kitchen,2021
6.21,0.886,0.6416,0.3083,"[""#070101"", ""#2d0706"", ""#510807"", ""#7c0809"", ""#b40506""]","[0.553, 0.17, 0.133, 0.083, 0.061]",874565,Custodes,2021
25.76,0.3928,0.457,0.0088,"[""#1d2048"", ""#4a4763"", ""#1b1c2f"", ""#30357a"", ""#55a8c1""]","[0.298, 0.276, 0.228, 0.128, 0.07]",814678,Die Moorde Van Boven,2021
22.42,0.6301,0.6114,0.2521,"[""#0e0304"", ""#2e0706"", ""#880506"", ""#6f5d5d"", ""#fafafa""]","[0.502, 0.245, 0.172, 0.05, 0.03]",675347,Eden Burning,2020
11.63,0.8388,0.9201,0.5064,"[""#160101"", ""#310301"", ""#570703"", ""#b6280e"", ""#ccb2ac""]","[0.433, 0.318, 0.156, 0.086, 0.008]",665403,Red Moon Tide,2020
43.84,0.3028,0.1274,0.0,"[""#151515"", ""#726d33"", ""#666666"", ""#d3d3d3"", ""#f1e756""]","[0.359, 0.181, 0.181, 0.154, 0.125]",740813,Squish,2020
60.2,0.1364,0.5241,0.0269,"[""#5a8ccf"", ""#260d07"", ""#9cc4e2"", ""#edc292"", ""#f29239""]","[0.372, 0.228, 0.182, 0.124, 0.094]",855273,The Jack Ruhl Show: The Movie,2021
33.69,0.3538,0.5549,0.1799,"[""#3f1224"", ""#5c3268"", ""#a8362e"", ""#cab1aa"", ""#f5b447""]","[0.416, 0.359, 0.121, 0.088, 0.016]",737885,The Test,2021
22.56,0.58,0.2116,0.0038,"[""#1c1a1f"", ""#372e2b"", ""#5b4d43"", ""#87796a"", ""#c2a37f""]","[0.407, 0.31, 0.165, 0.076, 0.042]",639798,32 Malasana Street,2020
9.64,0.8699,0.727,0.0,"[""#04081b"", ""#091b29"", ""#454e43"", ""#a9b865"", ""#385973""]","[0.578, 0.354, 0.038, 0.017, 0.012]",747728,The Pickman Model,2021
36.11,0.2941,0.4573,0.0775,"[""#b77955"", ""#442e24"", ""#1f1717"", ""#6c422d"", ""#8d6a50""]","[0.422, 0.192, 0.175, 0.117, 0.094]",785166,The Teachers,2020
51.68,0.1481,0.2225,0.0015,"[""#485948"", ""#7b714b"", ""#1e1f1a"", ""#ddf5e6"", ""#8c9b80""]","[0.265, 0.221, 0.186, 0.173, 0.156]",1031208,Silent Key,2020
16.07,0.7167,0.3366,0.0909,"[""#15181e"", ""#252c38"", ""#464e5e"", ""#651516"", ""#3d1518""]","[0.416, 0.311, 0.127, 0.094, 0.052]",845061,The Poltergeist Diaries,2021
18.47,0.6538,0.6648,0.0,"[""#08181f"", ""#15261f"", ""#6b4d19"", ""#3b3918"", ""#9d6c36""]","[0.493, 0.146, 0.138, 0.137, 0.086]",1024535,Matriarch,2022
7.56,0.8516,0.2437,0.0286,"[""#040408"", ""#203039"", ""#787d7a"", ""#5d0709"", ""#b80b0c""]","[0.757, 0.127, 0.052, 0.036, 0.028]",756017,Scary Stories: Dark Web,2020
31.68,0.4293,0.4273,0.1737,"[""#181417"", ""#5a352c"", ""#b36b4f"", ""#deb789"", ""#5e7d76""]","[0.4, 0.23, 0.168, 0.108, 0.094]",1031280,They See You,2021
10.04,0.8182,0.5398,0.2163,"[""#0c0504"", ""#301816"", ""#531110"", ""#8b1a17"", ""#6b564f""]","[0.58, 0.161, 0.145, 0.061, 0.053]",790146,The Devil's Deception,2022
32.96,0.3672,0.966,0.8026,"[""#fb0000"", ""#1a0303"", ""#3b0404"", ""#ba0304"", ""#6e0305""]","[0.496, 0.203, 0.124, 0.108, 0.07]",714216,Blood Brother,2020
12.62,0.6708,0.1877,0.0027,"[""#060403"", ""#231d18"", ""#38312c"", ""#47443f"", ""#6f6d69""]","[0.488, 0.191, 0.164, 0.146, 0.012]",826118,É Sua Vez,2021
20.93,0.5954,0.5353,0.0868,"[""#080a16"", ""#1c253a"", ""#533b3a"", ""#995a45"", ""#c49764""]","[0.471, 0.224, 0.164, 0.083, 0.058]",945840,Dead Zone,2022
44.93,0.1123,0.3842,0.0005,"[""#62674f"", ""#a48142"", ""#be9c4d"", ""#282921"", ""#ecdc3e""]","[0.317, 0.242, 0.224, 0.178, 0.038]",570358,Exile,2020
20.7,0.6616,0.4786,0.296,"[""#0b0101"", ""#470202"", ""#910203"", ""#e90101"", ""#cdcdcd""]","[0.446, 0.174, 0.167, 0.163, 0.05]",837840,I See You,2021
41.4,0.3424,0.4959,0.0003,"[""#0f1a42"", ""#3d5868"", ""#b6afa7"", ""#c5e327"", ""#648c44""]","[0.528, 0.248, 0.13, 0.067, 0.027]",950925,Hunting Souls,2022
34.97,0.4053,0.5926,0.0344,"[""#1b3154"", ""#101621"", ""#cc2e9e"", ""#d6c3b6"", ""#eb4a47""]","[0.446, 0.26, 0.108, 0.098, 0.089]",882162,Do Not Disturb,2022
16.14,0.758,0.5766,0.0048,"[""#0c0814"", ""#2b3835"", ""#368455"", ""#45878d"", ""#b8c2ac""]","[0.78, 0.086, 0.052, 0.043, 0.04]",707408,Rent-A-Pal,2020
18.37,0.6553,0.4841,0.3482,"[""#180f0d"", ""#381616"", ""#cc553e"", ""#782d26"", ""#7c5b47""]","[0.4, 0.265, 0.126, 0.126, 0.084]",747376,Roommate Wanted,2020
3.82,0.9291,0.2668,0.1484,"[""#050202"", ""#381315"", ""#693435"", ""#5d0607"", ""#a60405""]","[0.701, 0.137, 0.062, 0.058, 0.042]",850010,I Need a Ride,2021
12.81,0.8165,0.22,0.0,"[""#06080a"", ""#091b23"", ""#163539"", ""#526466"", ""#c3bcb3""]","[0.532, 0.205, 0.137, 0.067, 0.059]",752436,Maere,2020
53.81,0.1701,0.2454,0.0016,"[""#543e1e"", ""#7c6b4c"", ""#d6d3cc"", ""#17110c"", ""#aa9d8b""]","[0.228, 0.196, 0.193, 0.192, 0.191]",1002624,Killer Poop 2: Amityville Poo,2022
14.5,0.7706,0.507,0.2307,"[""#070304"", ""#460e0d"", ""#7f1611"", ""#4e4846"", ""#ded6d1""]","[0.572, 0.233, 0.119, 0.052, 0.024]",1031448,Envy,2021
