id,year,symmetry,neg_space,complexity,mass_y,mass_x,text_area,text_y,text_regions,text_x,text_top,text_w,text_h,align_score,thirds_dist,n_blocks,balance,harmony,diagonal_score,pyramid_shift
4488,1980,0.79,0.33,0.2,0.47,0.5,0.3443,0.5035,455.0,0.0213,0.0163,0.9552,0.2058,0.13,0.23,3.0,0.1,0.91,0.18,-0.04
8398,2007,0.59,0.46,0.09,0.49,0.53,0.1834,0.4916,279.0,0.3667,0.3702,0.5908,0.1529,0.08,0.24,6.0,0.08,0.91,0.41,0.01
9542,1986,0.84,0.14,0.11,0.55,0.53,0.3821,0.4405,218.0,0.1323,0.7406,0.7675,0.2594,0.1,0.24,5.0,0.17,0.91,0.39,-0.02
26466,2009,0.84,0.25,0.12,0.51,0.48,0.1573,0.5118,214.0,0.1349,0.4274,0.7814,0.3583,0.06,0.24,10.0,0.03,0.94,0.79,-0.01
9913,2005,0.82,0.16,0.15,0.52,0.41,0.1098,0.5532,141.0,0.2724,0.6573,0.4347,0.1711,0.11,0.24,6.0,0.12,0.94,0.38,-0.12
9678,2000,0.86,0.11,0.16,0.49,0.48,0.2295,0.511,235.0,0.0816,0.068,0.8463,0.1573,0.06,0.24,10.0,0.08,0.94,0.31,0.1
214,2006,0.85,0.08,0.06,0.44,0.49,0.0634,0.5504,98.0,0.0631,0.1518,0.6759,0.2766,0.08,0.24,7.0,0.06,0.91,0.0,0.05
10242,1962,0.81,0.43,0.12,0.38,0.51,0.3325,0.5,682.0,0.0615,0.0225,0.8057,0.2994,0.05,0.17,8.0,0.14,0.83,0.11,0.08
10665,2008,0.89,0.45,0.11,0.44,0.5,0.1783,0.4598,396.0,0.0128,0.7723,0.9871,0.1667,0.07,0.17,7.0,0.09,0.94,0.28,-0.01
801071,2022,0.81,0.26,0.11,0.57,0.49,0.199,0.4642,197.0,0.0712,0.7461,0.8694,0.1741,0.09,0.21,7.0,0.11,0.94,0.26,0.11
329010,2016,0.78,0.25,0.1,0.52,0.47,0.1412,0.5721,95.0,0.0464,0.0032,0.9296,0.181,0.05,0.23,10.0,0.04,0.91,0.34,0.05
391262,2016,0.93,0.37,0.05,0.42,0.49,0.0385,0.4372,82.0,0.2358,0.0478,0.5383,0.0703,0.09,0.17,7.0,0.1,0.87,0.31,-0.14
10973,1954,0.82,0.14,0.15,0.48,0.48,0.341,0.4638,550.0,0.1699,0.1197,0.703,0.2178,0.08,0.24,7.0,0.05,0.89,0.55,0.06
41439,2010,0.85,0.17,0.15,0.48,0.54,0.2513,0.477,443.0,0.2739,0.7269,0.4551,0.1295,0.07,0.24,8.0,0.05,0.93,0.36,-0.12
14001,2007,0.87,0.52,0.09,0.63,0.48,0.1692,0.5808,278.0,0.0835,0.8096,0.8593,0.1904,0.06,0.22,7.0,0.14,0.91,0.14,0.06
430231,2017,0.85,0.36,0.09,0.5,0.54,0.0168,0.3953,38.0,0.2681,0.5512,0.4873,0.0937,0.13,0.2,4.0,0.05,0.91,0.28,0.08
48171,2011,0.93,0.22,0.15,0.47,0.49,0.1644,0.47,93.0,0.3081,0.7695,0.3789,0.1375,0.04,0.24,9.0,0.01,0.94,0.27,-0.1
146301,2015,0.87,0.46,0.14,0.49,0.49,0.1798,0.463,263.0,0.0474,0.7341,0.8878,0.1086,0.07,0.19,8.0,0.01,0.87,0.18,-0.15
11237,2004,0.87,0.42,0.15,0.54,0.51,0.2312,0.4861,302.0,0.0025,0.6664,0.9892,0.1594,0.06,0.19,8.0,0.07,0.87,0.59,0.04
23963,2009,0.62,0.28,0.15,0.36,0.5,0.2388,0.4049,424.0,0.0,0.0,1.0,0.1749,0.05,0.24,9.0,0.21,0.94,0.33,-0.17
157547,2013,0.92,0.16,0.09,0.49,0.51,0.0187,0.5235,56.0,0.0806,0.8096,0.8291,0.1047,0.18,0.24,4.0,0.07,0.91,0.53,-0.14
2082,2007,0.9,0.25,0.16,0.5,0.5,0.295,0.565,498.0,0.1323,0.0323,0.7314,0.0976,0.09,0.19,5.0,0.01,0.91,0.36,0.11
9426,1986,0.95,0.6,0.08,0.4,0.48,0.0309,0.3191,25.0,0.1753,0.0551,0.6298,0.2141,0.07,0.19,7.0,0.1,0.87,0.18,0.05
14863,2008,0.77,0.1,0.22,0.47,0.52,0.4572,0.4944,668.0,0.0,0.0374,0.8393,0.1896,0.08,0.24,7.0,0.1,0.87,0.35,-0.0
839440,2021,0.79,0.11,0.21,0.58,0.5,0.2737,0.5275,202.0,0.0096,0.0394,0.9896,0.2945,0.03,0.22,15.0,0.11,0.94,0.39,0.09
9276,1998,0.88,0.45,0.11,0.52,0.51,0.1763,0.4672,267.0,0.0991,0.6384,0.8224,0.1727,0.06,0.19,8.0,0.04,0.87,0.42,0.07
333674,2016,0.85,0.3,0.11,0.47,0.48,0.2453,0.4668,296.0,0.1997,0.7966,0.6084,0.0663,0.06,0.19,10.0,0.03,0.87,0.09,0.01
760104,2022,0.95,0.44,0.07,0.58,0.51,0.0283,0.5241,42.0,-1.0,-1.0,-1.0,-1.0,0.1,0.24,4.0,0.12,0.87,0.1,0.18
21407,2009,0.89,0.26,0.14,0.54,0.5,0.1777,0.4469,296.0,0.0903,0.8161,0.8166,0.1308,0.04,0.24,12.0,0.12,0.94,0.45,-0.1
11186,1990,0.89,0.62,0.09,0.52,0.47,0.221,0.6162,256.0,0.0617,0.1011,0.839,0.1779,0.08,0.2,5.0,0.06,0.94,0.3,-0.05
452507,2017,0.86,0.09,0.25,0.35,0.5,0.3709,0.4602,495.0,0.145,0.7686,0.7304,0.1978,0.11,0.24,4.0,0.24,0.94,0.21,-0.02
496704,2018,0.81,0.06,0.23,0.49,0.51,0.2999,0.5501,308.0,0.0904,0.0479,0.8222,0.1483,0.05,0.24,10.0,0.03,0.94,0.41,0.09
669671,2021,0.81,0.34,0.12,0.35,0.5,0.2113,0.4392,324.0,0.2095,0.3979,0.6074,0.1149,0.06,0.17,8.0,0.22,0.94,0.31,-0.21
16871,2009,0.8,0.21,0.2,0.45,0.5,0.3624,0.5329,425.0,0.0,0.0494,0.9741,0.211,0.06,0.22,7.0,0.12,0.91,0.41,0.01
353345,2015,0.84,0.09,0.21,0.44,0.5,0.289,0.4744,302.0,0.0198,0.0107,0.9506,0.194,0.03,0.24,12.0,0.11,0.91,0.25,-0.02
44040,2010,0.95,0.27,0.08,0.55,0.48,0.0332,0.6523,74.0,-1.0,-1.0,-1.0,-1.0,0.04,0.22,12.0,0.16,0.94,0.0,-0.08
8408,1985,0.91,0.39,0.12,0.48,0.46,0.2452,0.5343,310.0,0.1431,0.503,0.6595,0.2632,0.09,0.23,6.0,0.04,0.87,0.15,-0.13
292280,2017,0.93,0.32,0.1,0.37,0.48,0.1022,0.4957,202.0,0.0802,0.043,0.8512,0.1726,0.08,0.24,7.0,0.2,0.91,0.12,0.07
277685,2014,0.95,0.4,0.09,0.37,0.5,0.1305,0.2391,201.0,0.0015,0.7133,0.9912,0.0793,0.13,0.2,5.0,0.11,0.91,0.27,0.1
119698,2012,0.76,0.03,0.27,0.47,0.5,0.4915,0.5,573.0,0.3404,0.0921,0.6416,0.2519,0.07,0.24,4.0,0.05,0.87,0.25,0.06
424121,2018,0.65,0.16,0.17,0.47,0.53,0.2801,0.498,377.0,0.0,0.4533,0.7508,0.1103,0.03,0.24,11.0,0.08,0.91,0.18,0.16
2654,1995,0.85,0.1,0.24,0.52,0.5,0.3768,0.5492,406.0,0.0,0.0293,1.0,0.0651,0.11,0.23,6.0,0.02,0.91,0.37,0.05
3021,2007,0.85,0.13,0.16,0.51,0.5,0.2453,0.4926,315.0,0.2656,0.0701,0.459,0.1454,0.06,0.24,7.0,0.0,0.94,0.29,0.2
503736,2021,0.91,0.17,0.17,0.49,0.5,0.4024,0.4271,670.0,0.0861,0.8487,0.8257,0.0965,0.04,0.22,7.0,0.03,0.94,0.28,-0.0
17692,1983,0.9,0.26,0.16,0.6,0.5,0.2448,0.5926,216.0,0.0239,0.0114,0.9287,0.1939,0.09,0.24,6.0,0.05,0.91,0.3,0.17
24150,2009,0.79,0.14,0.17,0.51,0.46,0.2098,0.528,265.0,0.0552,0.087,0.8828,0.1112,0.07,0.23,7.0,0.06,0.94,0.33,0.09
25983,2009,0.9,0.3,0.1,0.41,0.5,0.2218,0.4937,283.0,0.0,0.0,0.9291,0.2879,0.09,0.24,6.0,0.13,0.91,0.19,-0.05
1933,2001,0.77,0.62,0.06,0.59,0.41,0.1038,0.5618,216.0,0.1948,0.5798,0.8052,0.2239,0.09,0.21,5.0,0.12,0.94,0.26,0.28
723072,2020,0.84,0.32,0.07,0.53,0.5,0.0308,0.6548,38.0,0.102,0.3944,0.8006,0.3422,0.17,0.21,4.0,0.06,0.94,0.06,-0.02
9406,1997,0.87,0.26,0.17,0.42,0.48,0.1856,0.4922,347.0,0.0959,0.0811,0.8046,0.1844,0.03,0.24,17.0,0.12,0.91,0.32,0.1
11415,1986,0.93,0.69,0.08,0.51,0.46,0.1737,0.5558,133.0,0.133,0.5802,0.8579,0.2321,0.08,0.22,6.0,0.03,0.94,0.05,0.15
10320,2005,0.91,0.54,0.06,0.41,0.48,0.1171,0.4414,190.0,0.0,0.0421,0.4813,0.2371,0.05,0.21,7.0,0.15,0.94,0.2,-0.0
524251,2019,0.95,0.91,0.02,0.75,0.66,0.0527,0.5701,113.0,0.4507,0.7998,0.5097,0.1191,0.12,0.2,3.0,0.3,-1.0,0.14,0.18
717728,2022,0.89,0.19,0.13,0.56,0.51,0.1499,0.4689,287.0,0.1432,0.7669,0.7092,0.1527,0.12,0.21,5.0,0.09,0.91,0.22,0.17
65055,2011,0.82,0.2,0.12,0.5,0.55,0.1201,0.4411,129.0,0.3986,0.7383,0.5749,0.1185,0.05,0.24,11.0,0.12,0.91,0.41,-0.17
18392,1995,0.75,0.15,0.11,0.6,0.47,0.1445,0.6268,113.0,0.0042,0.0368,0.9958,0.0857,0.06,0.24,8.0,0.2,0.94,0.45,-0.06
9552,1973,0.83,0.62,0.08,0.61,0.46,0.1221,0.5393,240.0,0.1109,0.7719,0.7734,0.0911,0.06,0.21,9.0,0.13,0.89,0.1,0.29
10906,1992,0.74,0.19,0.14,0.42,0.48,0.2749,0.491,278.0,-1.0,-1.0,-1.0,-1.0,0.02,0.24,17.0,0.13,0.91,0.31,0.03
755566,2022,0.85,0.14,0.18,0.53,0.51,0.3369,0.5481,311.0,0.182,0.5625,0.6284,0.263,0.11,0.22,5.0,0.04,0.91,0.39,0.1
431075,2019,0.97,0.74,0.05,0.57,0.48,0.1578,0.712,185.0,0.0473,0.0609,0.9044,0.0839,0.09,0.2,6.0,0.11,0.94,0.16,-0.2
63700,2010,0.87,0.36,0.14,0.54,0.53,0.2098,0.439,242.0,0.0,0.6709,1.0,0.252,0.05,0.24,9.0,0.1,0.94,0.19,-0.05
794,1976,0.86,0.71,0.08,0.43,0.4,0.1842,0.4229,130.0,0.0242,0.7551,0.9758,0.1754,0.1,0.05,4.0,0.14,0.83,0.31,0.26
40012,2006,0.87,0.11,0.16,0.48,0.49,0.285,0.5024,357.0,0.0347,0.3116,0.9228,0.2909,0.05,0.24,9.0,0.02,0.91,0.2,-0.06
28739,2009,0.86,0.04,0.23,0.38,0.5,0.335,0.4747,545.0,0.0386,0.0687,0.9296,0.2024,0.06,0.24,7.0,0.2,0.91,0.32,-0.15
306947,2015,0.98,0.82,0.03,0.58,0.52,0.0742,0.5794,173.0,0.1968,0.3617,0.6103,0.1028,0.06,0.19,9.0,0.1,0.94,0.0,0.24
11442,2002,0.81,0.44,0.09,0.4,0.56,0.1572,0.439,257.0,0.0991,0.0564,0.788,0.1158,0.12,0.23,5.0,0.15,0.91,0.08,-0.18
523931,2018,0.8,0.14,0.16,0.36,0.5,0.11,0.532,196.0,0.0,0.0004,1.0,0.2252,0.03,0.24,14.0,0.22,0.91,0.34,0.04
542224,2020,0.88,0.15,0.21,0.37,0.49,0.1893,0.3555,272.0,0.0736,0.8175,0.8459,0.0601,0.17,0.23,4.0,0.13,0.91,0.28,-0.13
11249,2004,0.82,0.3,0.12,0.46,0.49,0.2918,0.5422,325.0,0.0316,0.4633,0.7249,0.1984,0.09,0.23,7.0,0.03,0.94,0.42,-0.15
444149,2018,0.77,0.06,0.19,0.58,0.48,0.2727,0.5292,338.0,0.0347,0.8261,0.917,0.1618,0.06,0.24,8.0,0.13,0.94,0.32,0.0
34004,2001,0.81,0.05,0.24,0.47,0.41,0.2441,0.4982,259.0,0.0054,0.0965,0.4453,0.2768,0.09,0.24,8.0,0.11,0.91,0.25,0.05
927341,2022,0.88,0.13,0.2,0.44,0.49,0.3174,0.4685,230.0,0.0415,0.695,0.913,0.1731,0.09,0.24,6.0,0.09,0.91,0.4,0.02
882598,2022,0.95,0.5,0.04,0.6,0.5,0.0644,0.6527,102.0,0.1763,0.6429,0.6504,0.1783,0.19,0.24,3.0,0.11,-1.0,0.35,-0.26
520023,2022,0.9,0.36,0.14,0.51,0.44,0.2314,0.4803,290.0,0.0591,0.7923,0.333,0.1663,0.08,0.23,7.0,0.07,0.91,0.14,-0.07
215,2005,0.82,0.46,0.13,0.55,0.54,0.1689,0.4921,201.0,0.1332,0.6949,0.6808,0.2783,0.07,0.24,7.0,0.1,0.94,0.21,-0.04
95993,2003,0.81,0.1,0.16,0.58,0.52,0.3266,0.5168,351.0,0.0226,0.7762,0.9744,0.1552,0.05,0.24,10.0,0.08,0.91,0.58,-0.14
1017335,2022,0.85,0.17,0.15,0.56,0.43,0.1098,0.5212,267.0,0.3062,0.5804,0.3896,0.3033,0.04,0.24,14.0,0.12,0.91,0.07,-0.14
913290,2022,0.87,0.59,0.07,0.55,0.44,0.1813,0.4654,198.0,0.0217,0.7157,0.6461,0.1158,0.14,0.22,4.0,0.11,0.94,0.47,0.16
505058,2018,0.93,0.32,0.1,0.49,0.52,0.1706,0.3396,302.0,0.0601,0.6677,0.8759,0.1549,0.12,0.19,4.0,0.06,0.91,0.26,0.09
83899,2011,0.9,0.12,0.12,0.46,0.5,0.1925,0.4883,106.0,-1.0,-1.0,-1.0,-1.0,0.06,0.24,7.0,0.06,0.87,0.3,0.01
664168,2020,0.87,0.11,0.16,0.59,0.48,0.2556,0.515,367.0,0.0874,0.8103,0.8232,0.1822,0.13,0.24,5.0,0.2,0.91,0.26,-0.14
259072,2014,0.76,0.04,0.24,0.44,0.46,0.2911,0.5055,346.0,0.0117,0.0723,0.8227,0.3117,0.03,0.24,12.0,0.13,0.91,0.24,0.02
564082,2018,0.86,0.14,0.2,0.37,0.5,0.1997,0.4371,209.0,0.0025,0.0035,0.9765,0.3217,0.05,0.24,12.0,0.2,0.94,0.33,-0.06
298312,2015,0.81,0.37,0.08,0.4,0.38,0.1696,0.3737,236.0,0.1564,0.5642,0.8179,0.1622,0.04,0.24,11.0,0.16,0.96,0.21,-0.02
72331,2012,0.88,0.26,0.1,0.57,0.45,0.1436,0.5293,171.0,0.1654,0.8098,0.676,0.0981,0.08,0.24,6.0,0.1,0.91,0.27,0.02
756999,2022,0.89,0.19,0.1,0.52,0.54,0.129,0.4581,164.0,0.0386,0.8252,0.917,0.1073,0.11,0.24,4.0,0.08,0.91,0.39,0.12
470229,2018,0.9,0.26,0.13,0.48,0.48,0.1765,0.508,177.0,0.0847,0.6668,0.788,0.3078,0.09,0.22,7.0,0.03,0.87,0.29,-0.21
287903,2015,0.9,0.09,0.16,0.54,0.49,0.1415,0.599,209.0,0.1861,0.8357,0.6523,0.1158,0.04,0.23,13.0,0.07,0.91,0.27,-0.02
280092,2015,0.83,0.57,0.09,0.56,0.59,0.164,0.4514,231.0,0.1507,0.8224,0.6942,0.1471,0.08,0.17,8.0,0.08,0.94,0.21,0.15
19994,2009,0.9,0.2,0.14,0.5,0.51,0.1837,0.5116,202.0,0.0433,0.8503,0.9088,0.079,0.08,0.23,6.0,0.04,0.94,0.34,-0.04
485415,2017,0.91,0.23,0.1,0.54,0.55,0.0757,0.4619,133.0,0.0331,0.7239,0.9317,0.1865,0.05,0.23,8.0,0.09,0.91,0.08,-0.01
879497,2022,0.91,0.54,0.04,0.6,0.55,0.0249,0.8205,29.0,0.2894,0.6522,0.4662,0.1032,0.1,0.2,5.0,0.17,0.94,0.0,-0.01
343674,2017,0.86,0.17,0.15,0.44,0.54,0.1299,0.5117,136.0,0.479,0.0935,0.4687,0.1588,0.05,0.23,12.0,0.11,0.91,0.35,-0.01
13510,2008,0.68,0.14,0.19,0.59,0.56,0.3434,0.5024,437.0,0.0503,0.7478,0.7551,0.2234,0.04,0.24,11.0,0.14,0.94,0.2,-0.12
9730,1984,0.88,0.67,0.08,0.31,0.5,0.1741,0.4233,329.0,0.0653,0.0146,0.8524,0.1998,0.11,0.12,5.0,0.24,0.94,0.39,-0.11
585216,2021,0.9,0.51,0.13,0.6,0.49,0.1973,0.4934,353.0,0.1626,0.7946,0.6728,0.1529,0.09,0.23,5.0,0.13,0.91,0.39,-0.03
354251,2015,0.89,0.3,0.22,0.55,0.5,0.4524,0.4829,490.0,0.0445,0.835,0.914,0.1249,0.12,0.23,3.0,0.08,0.94,0.12,-0.01
403119,2017,0.76,0.24,0.1,0.38,0.57,0.1382,0.3889,270.0,0.395,0.1918,0.5673,0.1601,0.06,0.24,8.0,0.24,0.94,0.67,0.08
518158,2018,0.87,0.09,0.21,0.5,0.53,0.2596,0.5471,367.0,0.0733,0.0542,0.8495,0.1271,0.05,0.22,11.0,0.09,0.91,0.28,0.1
18011,2000,0.89,0.64,0.09,0.42,0.45,0.2055,0.4754,359.0,0.017,0.1464,0.922,0.2458,0.12,0.22,5.0,0.11,0.87,0.11,-0.2
573680,2021,0.73,0.29,0.11,0.52,0.53,0.1011,0.4424,203.0,0.0318,0.3851,0.9225,0.1308,0.04,0.24,10.0,0.01,0.91,0.43,0.07
420634,2016,0.89,0.29,0.12,0.46,0.51,0.2276,0.5013,208.0,0.0,0.7791,0.9921,0.1432,0.09,0.24,6.0,0.06,0.87,0.14,0.11
9682,2006,0.89,0.15,0.21,0.52,0.5,0.3797,0.5111,759.0,0.3208,0.7933,0.3593,0.1041,0.07,0.24,6.0,0.03,0.94,0.41,0.21
768447,2022,0.92,0.11,0.11,0.5,0.47,0.09,0.507,70.0,0.0815,0.8401,0.8116,0.0756,0.07,0.24,9.0,0.05,0.87,0.4,-0.03
49730,2011,0.81,0.19,0.15,0.44,0.48,0.1578,0.4351,114.0,0.2407,0.7185,0.583,0.2122,0.05,0.24,11.0,0.08,0.91,0.15,0.02
8078,1997,0.95,0.18,0.13,0.44,0.5,0.132,0.4574,210.0,0.0873,0.1169,0.8292,0.1419,0.11,0.24,5.0,0.1,0.94,0.24,-0.03
9645,2002,0.82,0.26,0.15,0.66,0.51,0.1027,0.5156,165.0,0.065,0.8864,0.8632,0.0963,0.05,0.24,12.0,0.21,0.91,0.17,0.06
777620,2021,0.83,0.12,0.15,0.59,0.5,0.1942,0.6062,205.0,0.3187,0.5087,0.6813,0.2397,0.1,0.24,5.0,0.13,0.91,0.34,0.16
517764,2019,0.88,0.17,0.12,0.53,0.5,0.1338,0.4584,183.0,0.187,0.0642,0.6269,0.2903,0.06,0.24,9.0,0.03,0.91,0.34,0.19
11481,1965,0.8,0.8,0.05,0.48,0.36,0.083,0.4434,182.0,0.4214,0.4515,0.5156,0.0878,0.1,0.13,5.0,0.12,-1.0,0.02,0.17
254474,2014,0.73,0.12,0.19,0.54,0.44,0.2601,0.5035,388.0,0.1333,0.7393,0.7246,0.1353,0.04,0.24,13.0,0.08,0.87,0.38,-0.07
300665,2017,0.72,0.1,0.16,0.52,0.49,0.1706,0.4401,174.0,0.0,0.4598,0.9931,0.1504,0.07,0.24,7.0,0.03,0.91,0.24,0.07
760741,2022,0.85,0.16,0.13,0.54,0.52,0.1296,0.444,146.0,0.2788,0.7107,0.4423,0.1223,0.05,0.24,11.0,0.06,0.91,0.22,0.03
738542,2020,0.8,0.1,0.2,0.5,0.51,0.2542,0.5632,292.0,0.1195,0.128,0.7563,0.1431,0.09,0.24,6.0,0.05,0.87,0.27,0.11
199534,2013,0.77,0.09,0.19,0.56,0.49,0.3639,0.4997,354.0,0.0757,0.4456,0.7988,0.2292,0.03,0.24,8.0,0.08,0.91,0.36,0.19
40041,1981,0.75,0.09,0.13,0.4,0.5,0.2969,0.3813,322.0,-1.0,-1.0,-1.0,-1.0,0.08,0.24,7.0,0.17,0.91,0.57,-0.01
805,1968,0.93,0.46,0.03,0.63,0.49,0.0645,0.4537,58.0,0.2971,0.8505,0.398,0.1146,0.18,0.17,4.0,0.22,0.91,0.06,-0.25
7978,2010,0.89,0.62,0.07,0.52,0.44,0.1585,0.4247,269.0,0.0445,0.7413,0.9375,0.1451,0.09,0.07,6.0,0.07,-1.0,0.43,0.14
762504,2022,0.94,0.16,0.04,0.63,0.49,0.0873,0.6466,78.0,0.2124,0.822,0.5732,0.1086,0.1,0.24,6.0,0.26,0.87,0.0,-0.11
250574,2014,0.9,0.55,0.09,0.48,0.52,0.1868,0.553,162.0,-1.0,-1.0,-1.0,-1.0,0.05,0.17,11.0,0.02,0.94,0.13,0.26
316154,2017,0.81,0.25,0.1,0.61,0.47,0.2257,0.4765,250.0,0.2233,0.738,0.567,0.262,0.08,0.23,7.0,0.14,0.91,0.08,-0.08
270771,2014,0.83,0.06,0.22,0.5,0.49,0.4005,0.4846,378.0,0.0318,0.6881,0.9326,0.2047,0.07,0.24,7.0,0.02,0.91,0.42,-0.04
112454,2014,0.79,0.07,0.19,0.53,0.46,0.2159,0.4565,255.0,0.0246,0.8081,0.9488,0.1585,0.04,0.24,15.0,0.11,0.94,0.48,-0.07
11460,2005,0.86,0.05,0.21,0.5,0.5,0.1578,0.5492,125.0,0.0352,0.0706,0.926,0.1646,0.05,0.24,12.0,0.02,0.91,0.22,-0.04
516632,2020,0.94,0.73,0.06,0.42,0.51,0.0631,0.4537,133.0,0.09,0.2236,0.8907,0.3036,0.11,0.17,4.0,0.08,-1.0,0.0,-0.41
11815,1958,0.81,0.48,0.13,0.41,0.54,0.2553,0.4925,313.0,0.441,0.1211,0.5266,0.277,0.06,0.23,7.0,0.09,0.94,0.47,-0.19
836225,2022,0.94,0.17,0.1,0.46,0.5,0.0545,0.4435,88.0,0.2681,0.0909,0.458,0.1581,0.19,0.24,3.0,0.13,0.91,0.11,0.11
753453,2021,0.9,0.11,0.16,0.53,0.5,0.2535,0.462,250.0,0.058,0.8017,0.8831,0.1466,0.04,0.24,14.0,0.12,0.91,0.42,-0.07
332689,2015,0.81,0.04,0.26,0.49,0.52,0.2557,0.5121,266.0,0.0435,0.5673,0.8994,0.2056,0.05,0.24,10.0,0.05,0.91,0.31,0.04
760161,2022,0.97,0.42,0.08,0.53,0.48,0.148,0.5644,133.0,0.1272,0.0214,0.7553,0.227,0.06,0.17,7.0,0.03,0.89,0.26,0.17
6171,2003,0.95,0.21,0.16,0.55,0.5,0.1258,0.5354,226.0,0.0431,0.6263,0.9304,0.108,0.06,0.22,8.0,0.1,0.91,0.45,0.07
9431,1996,0.8,0.36,0.11,0.59,0.49,0.2328,0.5494,311.0,0.0571,0.6319,0.8696,0.218,0.07,0.23,5.0,0.09,0.94,0.33,-0.06
40466,2000,0.8,0.22,0.23,0.55,0.51,0.3263,0.5111,484.0,0.1115,0.7692,0.7974,0.1967,0.06,0.23,8.0,0.01,0.91,0.19,-0.03
25853,2002,0.88,0.51,0.1,0.58,0.53,0.1814,0.4592,174.0,0.0542,0.7543,0.8808,0.1952,0.08,0.23,6.0,0.1,0.94,0.28,0.13
9980,1986,0.92,0.51,0.12,0.57,0.49,0.1665,0.5525,264.0,0.298,0.766,0.4196,0.1235,0.05,0.23,8.0,0.14,0.94,0.14,-0.13
133805,2013,0.88,0.24,0.14,0.5,0.47,0.1564,0.4811,154.0,0.0722,0.0553,0.8472,0.1664,0.04,0.23,12.0,0.04,0.91,0.27,-0.01
10131,1988,0.85,0.15,0.19,0.57,0.5,0.3898,0.4981,415.0,0.1962,0.6039,0.6558,0.2352,0.03,0.24,13.0,0.09,0.87,0.43,0.06
3600,1998,0.78,0.32,0.11,0.51,0.52,0.143,0.4999,216.0,0.0913,0.6801,0.5811,0.2112,0.06,0.22,8.0,0.03,0.87,0.37,-0.14
13788,2009,0.91,0.22,0.1,0.52,0.51,0.1842,0.3955,222.0,0.1206,0.751,0.7519,0.1106,0.05,0.24,10.0,0.12,0.91,0.04,-0.08
19898,2009,0.76,0.06,0.18,0.45,0.51,0.4291,0.4908,478.0,-1.0,-1.0,-1.0,-1.0,0.09,0.24,5.0,0.07,0.91,0.42,-0.01
4234,2000,0.88,0.68,0.07,0.58,0.48,0.175,0.5457,235.0,0.0392,0.8283,0.904,0.1369,0.12,0.17,4.0,0.14,1.0,0.4,0.2
11531,2000,0.82,0.25,0.19,0.44,0.53,0.1809,0.4385,177.0,0.0744,0.797,0.4674,0.0741,0.04,0.24,14.0,0.09,0.91,0.35,0.04
10225,1986,0.82,0.34,0.2,0.55,0.48,0.3735,0.4996,526.0,0.0,0.7161,1.0,0.2454,0.1,0.22,5.0,0.1,0.94,0.14,0.02
1946,1999,0.79,0.09,0.17,0.53,0.5,0.1682,0.5333,181.0,0.1226,0.6957,0.7802,0.205,0.08,0.24,8.0,0.01,0.91,0.36,0.04
1024535,2022,0.88,0.37,0.03,0.42,0.55,0.0157,0.4061,39.0,0.0435,0.5433,0.9033,0.0761,0.13,0.21,4.0,0.09,0.91,0.17,-0.02
282035,2017,0.82,0.13,0.14,0.55,0.47,0.1292,0.5053,144.0,0.1164,0.4945,0.7838,0.14,0.04,0.24,13.0,0.05,0.94,0.31,0.11
84348,2012,0.94,0.07,0.24,0.39,0.49,0.2673,0.3654,219.0,0.016,0.7027,0.971,0.271,0.13,0.24,3.0,0.12,0.91,0.31,0.0
570670,2020,0.83,0.15,0.14,0.53,0.52,0.1379,0.6037,150.0,0.4937,0.2028,0.4882,0.2011,0.06,0.24,8.0,0.05,0.91,0.16,-0.05
11133,1986,0.91,0.65,0.08,0.51,0.47,0.1794,0.5259,204.0,0.1109,0.111,0.7705,0.0832,0.07,0.18,5.0,0.05,0.94,0.2,0.01
335796,2016,0.86,0.14,0.15,0.4,0.51,0.1997,0.401,281.0,0.0267,0.0087,0.9409,0.246,0.07,0.22,7.0,0.2,0.91,0.25,0.1
608195,2020,0.86,0.17,0.2,0.49,0.49,0.3166,0.4784,476.0,0.1001,0.4034,0.7939,0.2333,0.08,0.23,6.0,0.03,0.87,0.37,-0.06
412546,2018,0.93,0.16,0.11,0.51,0.5,0.181,0.5987,111.0,0.0259,0.0427,0.9482,0.1724,0.07,0.24,6.0,0.04,0.94,0.19,-0.1
11587,1990,0.95,0.69,0.08,0.4,0.51,0.1166,0.541,205.0,0.0571,0.0863,0.8808,0.0937,0.06,0.21,7.0,0.22,-1.0,0.0,-0.23
134597,2012,0.91,0.29,0.17,0.42,0.49,0.2309,0.4174,273.0,0.2582,0.7614,0.4788,0.1261,0.06,0.17,9.0,0.02,0.94,0.45,-0.15
10285,1993,0.83,0.34,0.19,0.57,0.49,0.3816,0.4916,453.0,0.0,0.7224,0.9676,0.2398,0.12,0.22,4.0,0.13,0.94,0.2,0.2
126172,2014,0.92,0.55,0.11,0.42,0.48,0.1746,0.5406,234.0,0.0118,0.0645,0.9762,0.1995,0.09,0.14,6.0,0.14,0.94,0.25,-0.27
9064,1988,0.9,0.04,0.15,0.49,0.5,0.2081,0.4777,321.0,0.062,0.8272,0.8613,0.1627,0.04,0.24,11.0,0.01,0.91,0.11,0.03
529149,2019,0.89,0.04,0.22,0.5,0.49,0.2201,0.5192,198.0,0.0497,0.4436,0.8855,0.179,0.04,0.24,16.0,0.01,0.94,0.11,0.01
