id,year,symmetry,neg_space,complexity,mass_y,mass_x,text_area,text_y,text_regions,text_x,text_top,text_w,text_h,align_score,thirds_dist,n_blocks,balance,harmony,diagonal_score,pyramid_shift
53102,1974,0.74,0.23,0.18,0.49,0.56,0.4668,0.537,497.0,0.0,0.0618,0.9719,0.226,0.05,0.21,5.0,0.07,0.91,0.42,-0.1
417033,2016,0.79,0.28,0.17,0.48,0.49,0.2674,0.462,379.0,0.0034,0.6013,0.9882,0.0774,0.05,0.22,8.0,0.02,0.91,0.39,0.01
69363,2001,0.78,0.14,0.19,0.48,0.51,0.2755,0.5516,304.0,0.0043,0.0151,0.9844,0.2037,0.04,0.23,7.0,0.02,0.91,0.16,-0.02
137847,1995,0.92,0.26,0.12,0.58,0.51,0.2801,0.5097,405.0,0.1047,0.6624,0.811,0.1473,0.07,0.24,8.0,0.03,0.91,0.13,-0.05
24075,2005,0.8,0.11,0.14,0.47,0.53,0.1987,0.5356,202.0,0.2238,0.1172,0.7762,0.1526,0.05,0.21,9.0,0.07,0.91,0.33,0.17
28851,1987,0.84,0.45,0.12,0.53,0.46,0.1886,0.5334,317.0,-1.0,-1.0,-1.0,-1.0,0.07,0.23,8.0,0.04,0.94,0.21,-0.05
3068,1973,0.79,0.33,0.14,0.54,0.44,0.2214,0.4757,204.0,0.0122,0.7673,0.9707,0.2327,0.1,0.24,6.0,0.07,0.94,0.1,0.12
85144,1986,0.92,0.28,0.11,0.54,0.49,0.166,0.5612,408.0,0.0408,0.486,0.9177,0.239,0.09,0.24,8.0,0.14,0.96,0.11,-0.09
42939,2007,0.86,0.23,0.16,0.48,0.53,0.3027,0.4964,486.0,0.0659,0.3916,0.9027,0.2058,0.04,0.24,13.0,0.06,0.91,0.35,0.02
360205,2015,0.83,0.21,0.15,0.49,0.58,0.1615,0.509,281.0,0.0288,0.0713,0.9277,0.1978,0.05,0.24,10.0,0.07,0.91,0.02,0.14
974926,2022,0.92,0.1,0.2,0.55,0.5,0.2143,0.5202,138.0,0.1353,0.3181,0.7292,0.311,0.06,0.24,10.0,0.04,0.91,0.25,-0.05
297792,2007,0.76,0.1,0.26,0.57,0.51,0.4939,0.5029,733.0,0.0366,0.6847,0.9634,0.3091,0.04,0.24,10.0,0.14,0.91,0.41,-0.03
68119,1990,0.74,0.43,0.13,0.48,0.54,0.2963,0.4868,644.0,0.0093,0.6123,0.4328,0.2841,0.05,0.24,9.0,0.02,0.94,0.38,0.13
325123,2015,0.91,0.21,0.1,0.43,0.51,0.16,0.5277,321.0,0.0276,0.0027,0.9506,0.2046,0.1,0.24,6.0,0.15,0.91,0.15,-0.22
442005,2016,0.85,0.29,0.13,0.51,0.54,0.1986,0.5122,215.0,0.1265,0.0392,0.7324,0.1243,0.06,0.24,8.0,0.04,0.91,0.12,0.02
391863,2015,0.82,0.06,0.23,0.47,0.49,0.3223,0.5124,373.0,0.043,0.4099,0.9226,0.2474,0.03,0.24,9.0,0.03,0.91,0.34,0.0
63906,2005,0.86,0.39,0.12,0.39,0.48,0.1905,0.4424,251.0,0.0,0.0282,0.9282,0.198,0.03,0.23,14.0,0.12,0.91,0.39,0.1
36531,2008,0.71,0.1,0.23,0.59,0.48,0.4421,0.5103,692.0,0.0259,0.6072,0.8964,0.3073,0.04,0.24,10.0,0.11,0.91,0.36,-0.04
509901,2019,0.9,0.22,0.15,0.49,0.49,0.3235,0.4669,328.0,0.0034,0.3304,0.9966,0.246,0.08,0.24,7.0,0.04,0.91,0.44,0.18
1020371,2022,0.86,0.69,0.09,0.68,0.5,0.1629,0.5495,483.0,0.1861,0.6533,0.6562,0.2664,0.05,0.23,9.0,0.15,0.89,0.3,-0.09
450620,2020,0.84,0.26,0.2,0.46,0.49,0.3798,0.4215,525.0,-1.0,-1.0,-1.0,-1.0,0.03,0.2,11.0,0.05,0.87,0.43,-0.01
280552,2012,0.92,0.63,0.1,0.38,0.5,0.2389,0.4458,490.0,0.1644,0.2546,0.6634,0.2887,0.05,0.17,10.0,0.11,-1.0,0.16,-0.14
47827,1983,0.83,0.35,0.14,0.38,0.44,0.1021,0.4049,130.0,-1.0,-1.0,-1.0,-1.0,0.03,0.24,14.0,0.19,0.91,0.19,0.08
232777,2000,0.81,0.16,0.17,0.58,0.5,0.1614,0.4835,206.0,0.0,0.7522,1.0,0.2478,0.02,0.24,16.0,0.18,0.91,0.3,-0.02
1024470,2022,0.91,0.27,0.23,0.43,0.54,0.4384,0.455,443.0,0.477,0.6657,0.523,0.1843,0.16,0.24,3.0,0.07,0.94,0.45,-0.2
459929,2017,0.84,0.09,0.18,0.48,0.5,0.3322,0.4997,326.0,0.0,0.0954,1.0,0.2251,0.11,0.24,5.0,0.04,0.91,0.5,0.02
113905,1973,0.83,0.2,0.18,0.52,0.49,0.4401,0.4749,431.0,-1.0,-1.0,-1.0,-1.0,0.06,0.24,7.0,0.03,0.91,0.45,-0.09
748621,2020,0.87,0.19,0.18,0.45,0.5,0.2045,0.4669,169.0,0.0611,0.6168,0.8769,0.2897,0.04,0.21,10.0,0.07,0.91,0.39,-0.02
371798,2016,0.69,0.22,0.18,0.48,0.46,0.2943,0.4847,365.0,0.4575,0.2706,0.5425,0.1757,0.05,0.24,9.0,0.04,0.94,0.26,0.04
439032,2017,0.88,0.11,0.23,0.51,0.5,0.2783,0.4649,300.0,0.028,0.0041,0.972,0.1927,0.08,0.24,6.0,0.04,0.91,0.3,-0.06
53967,1997,0.9,0.38,0.12,0.53,0.5,0.2431,0.5128,256.0,0.1802,0.0752,0.6445,0.2857,0.08,0.22,6.0,0.04,0.91,0.28,0.12
134885,2012,0.79,0.2,0.2,0.46,0.49,0.3774,0.4734,543.0,0.026,0.3471,0.9717,0.35,0.1,0.24,3.0,0.06,0.91,0.27,-0.05
878941,2021,0.86,0.46,0.05,0.55,0.48,0.0486,0.4486,60.0,0.023,0.5101,0.9638,0.2428,0.1,0.22,6.0,0.07,0.87,0.07,0.06
53869,2003,0.77,0.12,0.23,0.44,0.49,0.229,0.5059,299.0,0.0806,0.0,0.8486,0.3297,0.04,0.24,13.0,0.13,0.91,0.19,0.0
287500,2013,0.87,0.02,0.26,0.57,0.5,0.3501,0.4976,548.0,0.0355,0.7172,0.9338,0.205,0.04,0.24,11.0,0.1,0.87,0.26,-0.06
87469,1990,0.92,0.35,0.11,0.43,0.49,0.1359,0.4876,375.0,0.0171,0.0505,0.9716,0.2011,0.05,0.23,6.0,0.08,0.91,0.08,-0.07
111816,1987,0.84,0.36,0.11,0.56,0.5,0.2021,0.5657,295.0,0.1452,0.0774,0.717,0.1886,0.06,0.17,9.0,0.02,0.94,0.27,0.09
49209,2004,0.83,0.11,0.2,0.42,0.48,0.3116,0.4874,366.0,0.0196,0.4496,0.9569,0.1299,0.03,0.24,14.0,0.09,0.94,0.36,-0.02
343511,2014,0.88,0.2,0.19,0.59,0.51,0.1963,0.4752,338.0,0.1715,0.5948,0.6599,0.2811,0.05,0.24,9.0,0.15,0.91,0.23,-0.13
91733,1958,0.77,0.11,0.2,0.51,0.46,0.4505,0.4981,441.0,-1.0,-1.0,-1.0,-1.0,0.05,0.24,4.0,0.08,0.91,0.3,0.04
426373,2018,0.86,0.08,0.25,0.49,0.5,0.2782,0.4777,275.0,0.0279,0.685,0.9453,0.2397,0.08,0.24,8.0,0.01,0.91,0.08,0.0
133838,1976,0.73,0.08,0.24,0.49,0.51,0.3633,0.4948,575.0,0.3099,0.6718,0.3832,0.1702,0.05,0.24,9.0,0.01,0.96,0.22,-0.11
623504,2018,0.84,0.09,0.18,0.53,0.5,0.258,0.5042,268.0,0.0454,0.6803,0.6865,0.2849,0.05,0.24,11.0,0.02,0.91,0.33,-0.16
470398,2018,0.91,0.04,0.21,0.51,0.53,0.0569,0.4338,41.0,0.2216,0.7872,0.5557,0.1621,0.05,0.24,13.0,0.05,0.91,0.21,-0.04
39932,1986,0.87,0.09,0.19,0.52,0.49,0.2179,0.502,167.0,0.0769,0.0175,0.8361,0.332,0.07,0.24,9.0,0.02,0.87,0.29,0.02
86679,1989,0.88,0.26,0.15,0.57,0.5,0.3647,0.5229,540.0,0.0137,0.0099,0.9525,0.173,0.1,0.23,5.0,0.11,0.91,0.25,0.03
817686,2021,0.83,0.07,0.17,0.46,0.56,0.1698,0.4595,275.0,0.0,0.7211,1.0,0.2525,0.04,0.24,13.0,0.1,0.91,0.34,0.02
29433,2009,0.76,0.12,0.23,0.53,0.44,0.3743,0.4959,643.0,-1.0,-1.0,-1.0,-1.0,0.05,0.24,11.0,0.08,0.94,0.25,-0.03
28536,1963,0.84,0.21,0.17,0.53,0.47,0.3115,0.5589,302.0,0.0347,0.0336,0.927,0.1907,0.08,0.24,6.0,0.05,0.87,0.18,-0.05
560038,2018,0.89,0.28,0.12,0.49,0.5,0.1453,0.4518,131.0,0.0816,0.6829,0.6425,0.2986,0.07,0.24,7.0,0.07,0.94,0.08,0.09
334098,1988,0.9,0.32,0.12,0.45,0.51,0.1733,0.4192,145.0,0.0,0.0,1.0,0.2986,0.03,0.24,14.0,0.08,0.91,0.03,-0.0
210194,1995,0.8,0.03,0.22,0.54,0.49,0.3144,0.5278,439.0,0.0,0.0433,1.0,0.1549,0.06,0.24,8.0,0.04,0.91,0.35,-0.04
4368,2003,0.88,0.39,0.12,0.52,0.49,0.1441,0.5311,170.0,-1.0,-1.0,-1.0,-1.0,0.04,0.21,8.0,0.03,0.91,0.17,-0.14
213803,1993,0.8,0.18,0.18,0.46,0.48,0.2467,0.5041,271.0,0.0767,0.6712,0.8271,0.262,0.06,0.24,9.0,0.03,0.91,0.07,-0.13
402959,2016,0.75,0.19,0.17,0.54,0.49,0.221,0.4833,296.0,0.0493,0.7149,0.9033,0.2625,0.04,0.23,12.0,0.06,0.91,0.09,0.05
596321,2020,0.86,0.06,0.2,0.44,0.5,0.2766,0.499,414.0,0.0316,0.0144,0.9397,0.197,0.03,0.24,12.0,0.12,0.91,0.32,0.02
645519,2020,0.75,0.25,0.1,0.57,0.57,0.1445,0.5856,127.0,0.0005,0.6202,0.998,0.1451,0.04,0.23,9.0,0.12,0.94,0.08,0.13
89337,1991,0.82,0.41,0.08,0.42,0.57,0.0957,0.4372,165.0,0.537,0.1463,0.463,0.2407,0.08,0.17,7.0,0.09,0.87,0.37,-0.11
125686,1961,0.84,0.2,0.2,0.48,0.44,0.3465,0.4764,526.0,0.064,0.0494,0.5742,0.2594,0.07,0.23,6.0,0.04,0.87,0.29,-0.01
49748,2006,0.88,0.34,0.12,0.41,0.48,0.2368,0.4887,497.0,0.0,0.0478,1.0,0.2129,0.03,0.24,11.0,0.07,0.87,0.37,0.14
544023,2008,0.77,0.17,0.19,0.37,0.48,0.3827,0.4831,492.0,0.0506,0.1358,0.8692,0.2248,0.04,0.24,12.0,0.2,0.91,0.26,-0.05
338713,2013,0.84,0.27,0.1,0.37,0.48,0.1636,0.3803,294.0,0.0,0.0857,0.979,0.2974,0.05,0.24,12.0,0.14,0.91,0.37,-0.24
630055,2019,0.76,0.11,0.17,0.58,0.5,0.2575,0.5108,334.0,0.1607,0.6937,0.6923,0.2841,0.07,0.24,8.0,0.11,0.91,0.39,-0.16
87552,1971,0.63,0.31,0.12,0.54,0.48,0.1523,0.5705,190.0,0.0278,0.8521,0.4935,0.1157,0.1,0.23,4.0,0.1,0.91,0.59,-0.03
400643,2000,0.83,0.03,0.26,0.52,0.5,0.2985,0.4731,292.0,0.0375,0.7875,0.9447,0.2125,0.05,0.24,7.0,0.04,0.91,0.08,-0.04
683716,2020,0.84,0.18,0.13,0.51,0.51,0.2,0.5895,287.0,0.1148,0.1202,0.7627,0.2506,0.06,0.22,8.0,0.02,0.91,0.03,0.1
292992,2014,0.83,0.09,0.17,0.58,0.46,0.3352,0.5211,349.0,0.1532,0.0,0.8468,0.2781,0.12,0.24,6.0,0.12,0.91,0.32,-0.03
128917,1990,0.83,0.21,0.12,0.5,0.48,0.1061,0.5016,67.0,0.0,0.0,1.0,0.2509,0.05,0.23,9.0,0.05,0.94,0.23,0.01
42477,1971,0.83,0.4,0.18,0.47,0.46,0.3272,0.4926,470.0,0.4219,0.5129,0.5781,0.2704,0.08,0.21,4.0,0.06,0.91,0.37,-0.07
488115,2017,0.87,0.17,0.18,0.52,0.49,0.2434,0.4869,329.0,0.1029,0.7223,0.8039,0.184,0.11,0.24,6.0,0.04,0.91,0.27,0.03
239628,2004,0.77,0.1,0.18,0.55,0.46,0.3326,0.5024,376.0,0.0,0.628,1.0,0.205,0.06,0.24,9.0,0.04,0.91,0.34,-0.02
729832,2019,0.83,0.03,0.24,0.44,0.49,0.2778,0.4765,276.0,0.1431,0.6848,0.8404,0.3152,0.08,0.24,7.0,0.1,0.94,0.39,-0.0
55515,2005,0.8,0.2,0.12,0.47,0.53,0.2454,0.5147,286.0,0.103,0.0192,0.8237,0.2303,0.09,0.22,5.0,0.11,0.91,0.1,-0.06
780280,2022,0.95,0.22,0.09,0.58,0.48,0.1063,0.5934,119.0,0.1954,0.7959,0.6086,0.1754,0.03,0.24,10.0,0.18,0.94,0.15,-0.22
132035,2004,0.64,0.12,0.19,0.56,0.43,0.4528,0.5076,447.0,-1.0,-1.0,-1.0,-1.0,0.08,0.24,6.0,0.1,0.91,0.41,0.03
956219,2001,0.85,0.1,0.27,0.51,0.5,0.5269,0.498,576.0,0.0016,0.7423,0.9984,0.2577,0.1,0.24,4.0,0.01,0.91,0.29,-0.02
13556,2003,0.86,0.16,0.14,0.57,0.49,0.2693,0.5565,372.0,0.0152,0.5881,0.9687,0.1749,0.17,0.24,4.0,0.05,0.91,0.16,0.11
554766,2018,0.89,0.12,0.13,0.46,0.51,0.121,0.3971,130.0,0.2642,0.1566,0.4677,0.0559,0.04,0.24,13.0,0.09,0.87,0.43,-0.06
49439,1968,0.79,0.19,0.24,0.5,0.5,0.4172,0.4602,697.0,0.0,0.7458,0.9842,0.2542,0.11,0.24,5.0,0.03,0.91,0.35,0.03
270595,2006,0.81,0.11,0.15,0.55,0.5,0.2001,0.5379,206.0,0.023,0.2458,0.8008,0.3105,0.05,0.23,12.0,0.06,0.91,0.33,0.1
259543,2014,0.81,0.08,0.16,0.42,0.48,0.2859,0.4856,284.0,0.0112,0.0,0.9824,0.2814,0.06,0.24,10.0,0.21,0.91,0.1,0.04
541042,2018,0.91,0.12,0.16,0.44,0.51,0.1472,0.4827,256.0,0.0523,0.0121,0.8877,0.1711,0.05,0.23,10.0,0.17,0.91,0.37,0.08
220720,2012,0.79,0.33,0.14,0.48,0.51,0.2367,0.4653,468.0,0.0825,0.0,0.8774,0.2006,0.08,0.23,6.0,0.05,0.94,0.25,-0.08
88006,2003,0.69,0.2,0.19,0.47,0.5,0.4221,0.5056,601.0,0.0065,0.0075,0.9845,0.3089,0.07,0.24,8.0,0.07,0.94,0.42,-0.05
102390,2012,0.87,0.07,0.18,0.45,0.51,0.1995,0.4888,293.0,0.056,0.1442,0.8986,0.2036,0.1,0.24,6.0,0.11,0.91,0.41,-0.05
278670,2008,0.8,0.14,0.12,0.39,0.49,0.1557,0.4973,161.0,0.0972,0.0153,0.8017,0.1848,0.05,0.23,9.0,0.22,0.94,0.31,0.17
587506,2010,0.76,0.1,0.1,0.5,0.47,0.043,0.5356,122.0,0.0591,0.5804,0.6484,0.1477,0.07,0.24,7.0,0.09,0.91,0.14,0.08
3350,1998,0.83,0.08,0.21,0.43,0.47,0.3564,0.511,554.0,0.1302,0.012,0.7314,0.2234,0.11,0.24,5.0,0.09,0.91,0.28,0.02
215861,1977,0.9,0.69,0.06,0.44,0.49,0.1635,0.4778,151.0,-1.0,-1.0,-1.0,-1.0,0.11,0.22,4.0,0.07,0.94,0.6,-0.21
102313,2012,0.75,0.2,0.2,0.5,0.51,0.2331,0.5505,232.0,0.1636,0.74,0.667,0.1959,0.05,0.23,10.0,0.0,0.91,0.3,-0.08
792101,2021,0.87,0.14,0.16,0.56,0.52,0.2343,0.5302,278.0,0.0,0.2974,1.0,0.3595,0.04,0.23,12.0,0.06,0.91,0.37,0.13
133319,1988,0.49,0.46,0.11,0.41,0.48,0.1294,0.652,167.0,-1.0,-1.0,-1.0,-1.0,0.05,0.22,8.0,0.06,0.87,0.1,-0.14
49800,1970,0.87,0.48,0.14,0.57,0.49,0.3214,0.5726,330.0,0.1773,0.4535,0.3026,0.2828,0.1,0.19,3.0,0.08,0.87,0.49,-0.01
296273,2011,0.81,0.15,0.16,0.6,0.49,0.1471,0.432,125.0,0.0776,0.6482,0.8461,0.1688,0.05,0.24,12.0,0.09,0.91,0.16,-0.06
531084,2019,0.81,0.06,0.25,0.54,0.49,0.4536,0.537,582.0,0.0629,0.4625,0.8928,0.1771,0.02,0.24,2.0,0.03,0.94,0.24,-0.16
135940,1985,0.79,0.26,0.16,0.53,0.53,0.2389,0.4924,304.0,-1.0,-1.0,-1.0,-1.0,0.03,0.24,16.0,0.02,0.87,0.51,0.07
200535,1975,0.69,0.13,0.2,0.55,0.5,0.4402,0.4756,960.0,0.0,0.5589,0.9934,0.2197,0.06,0.24,5.0,0.06,-1.0,0.3,-0.11
57942,2010,0.79,0.04,0.26,0.45,0.51,0.462,0.4981,653.0,0.1496,0.738,0.6985,0.2112,0.14,0.24,3.0,0.08,0.91,0.13,-0.01
928116,2021,0.87,0.3,0.15,0.52,0.51,0.1261,0.4577,188.0,0.2046,0.766,0.5898,0.1382,0.05,0.24,9.0,0.02,0.87,0.45,0.03
90116,2010,0.89,0.18,0.17,0.44,0.51,0.2974,0.5169,288.0,0.0025,0.0136,0.9736,0.2286,0.07,0.23,8.0,0.13,0.91,0.33,0.04
157036,1994,0.8,0.15,0.2,0.5,0.48,0.4213,0.505,463.0,0.0004,0.0,0.9996,0.1856,0.05,0.24,6.0,0.06,0.87,0.44,-0.08
327367,2013,0.86,0.17,0.18,0.51,0.53,0.3249,0.5558,420.0,0.0513,0.0454,0.8544,0.1528,0.08,0.24,5.0,0.05,0.91,0.34,0.18
111749,1994,0.75,0.07,0.23,0.47,0.51,0.5286,0.4982,666.0,-1.0,-1.0,-1.0,-1.0,0.15,0.24,3.0,0.06,0.91,0.4,0.01
842098,2018,0.69,0.03,0.31,0.47,0.51,0.4687,0.4981,527.0,0.0,0.0,1.0,0.3094,0.13,0.24,3.0,0.02,0.91,0.19,-0.01
28780,1972,0.9,0.24,0.18,0.48,0.5,0.3897,0.4928,445.0,0.223,0.6899,0.6957,0.2316,0.09,0.24,4.0,0.05,0.94,0.3,0.07
352806,2017,0.84,0.18,0.16,0.47,0.5,0.2305,0.4998,253.0,0.1685,0.1709,0.6476,0.2692,0.03,0.24,12.0,0.08,0.91,0.34,-0.0
501389,2007,0.86,0.21,0.17,0.56,0.49,0.2545,0.5045,354.0,0.1144,0.6064,0.6636,0.2042,0.04,0.23,12.0,0.05,0.91,0.39,-0.06
18413,2002,0.91,0.51,0.08,0.57,0.55,0.1168,0.5716,299.0,0.0,0.9035,1.0,0.0685,0.11,0.24,5.0,0.08,0.87,0.1,0.02
137069,2011,0.8,0.16,0.16,0.5,0.49,0.386,0.5067,318.0,0.0601,0.0291,0.8818,0.1941,0.06,0.24,8.0,0.02,0.94,0.28,-0.01
27760,2004,0.69,0.26,0.1,0.38,0.48,0.0507,0.4761,62.0,0.1494,0.0553,0.5026,0.2063,0.05,0.24,10.0,0.23,0.94,0.37,0.18
46398,2008,0.76,0.2,0.14,0.53,0.48,0.3182,0.5076,496.0,0.0228,0.7217,0.8985,0.2545,0.07,0.24,6.0,0.08,0.87,0.45,-0.07
183347,2011,0.85,0.06,0.2,0.52,0.51,0.3347,0.505,416.0,0.1558,0.8493,0.6709,0.134,0.03,0.24,12.0,0.03,0.91,0.22,0.07
123501,2002,0.86,0.1,0.19,0.64,0.5,0.213,0.5356,268.0,0.007,0.595,0.9859,0.2887,0.04,0.24,11.0,0.17,0.94,0.47,-0.01
46695,1988,0.88,0.51,0.13,0.36,0.52,0.2595,0.395,318.0,-1.0,-1.0,-1.0,-1.0,0.07,0.2,6.0,0.14,0.87,0.37,-0.13
1024532,2022,0.95,0.38,0.08,0.46,0.5,0.0698,0.4511,101.0,0.1969,0.0632,0.5886,0.1429,0.06,0.22,8.0,0.1,0.91,0.0,0.04
350083,2018,0.82,0.25,0.2,0.47,0.47,0.2678,0.4925,402.0,0.0181,0.0257,0.9307,0.288,0.04,0.24,7.0,0.07,0.91,0.4,0.04
24716,2006,0.83,0.04,0.28,0.54,0.49,0.4402,0.498,564.0,0.0176,0.7085,0.9824,0.1168,0.04,0.24,8.0,0.04,0.91,0.34,0.01
629819,2019,0.9,0.4,0.13,0.44,0.47,0.2647,0.4036,231.0,0.0181,0.3956,0.9629,0.1327,0.08,0.24,7.0,0.04,0.94,0.24,-0.03
374839,2015,0.73,0.2,0.18,0.39,0.49,0.3103,0.4848,562.0,-1.0,-1.0,-1.0,-1.0,0.04,0.24,10.0,0.15,0.87,0.17,-0.01
100034,2005,0.74,0.18,0.22,0.37,0.46,0.3672,0.4961,739.0,0.0136,0.0,0.9825,0.2319,0.05,0.24,11.0,0.13,0.91,0.35,-0.04
89662,1958,0.72,0.38,0.15,0.61,0.47,0.3815,0.4954,393.0,0.1859,0.1228,0.8141,0.261,0.04,0.24,9.0,0.11,0.87,0.3,0.09
71503,1980,0.8,0.05,0.27,0.48,0.51,0.3559,0.4657,426.0,0.3325,0.6542,0.5611,0.2413,0.07,0.24,6.0,0.01,0.94,0.31,-0.07
563575,2018,0.92,0.13,0.12,0.63,0.52,0.1972,0.5336,266.0,0.2571,0.7036,0.6204,0.2782,0.04,0.24,10.0,0.19,0.89,0.1,-0.13
274172,2011,0.52,0.14,0.18,0.58,0.52,0.1728,0.5082,393.0,0.0191,0.734,0.956,0.2012,0.05,0.24,10.0,0.1,0.91,0.28,-0.08
342486,2015,0.96,0.65,0.1,0.55,0.49,0.2169,0.4999,431.0,0.062,0.1169,0.8769,0.0826,0.08,0.23,5.0,0.04,0.94,0.12,-0.07
354506,2010,0.64,0.11,0.19,0.44,0.49,0.1723,0.4277,299.0,-1.0,-1.0,-1.0,-1.0,0.05,0.24,11.0,0.09,0.91,0.25,0.07
149897,2001,0.74,0.26,0.11,0.52,0.32,0.2415,0.4942,485.0,-1.0,-1.0,-1.0,-1.0,0.17,0.24,3.0,0.22,0.94,0.03,0.01
461319,2017,0.9,0.4,0.15,0.58,0.52,0.2586,0.5079,384.0,0.1209,0.5858,0.7497,0.2659,0.08,0.23,7.0,0.05,0.94,0.17,-0.04
29891,1996,0.76,0.07,0.24,0.5,0.47,0.506,0.5037,769.0,-1.0,-1.0,-1.0,-1.0,0.13,0.24,3.0,0.02,0.94,0.28,0.04
291452,2014,0.8,0.11,0.23,0.58,0.48,0.457,0.5176,739.0,0.0806,0.7059,0.8369,0.2931,0.13,0.24,3.0,0.1,0.91,0.14,-0.0
20446,2003,0.82,0.12,0.19,0.43,0.49,0.2851,0.4724,441.0,0.1406,0.0,0.6934,0.1954,0.05,0.24,11.0,0.13,0.87,0.24,-0.08
390485,2018,0.81,0.06,0.18,0.52,0.54,0.1492,0.5144,171.0,0.0,0.0,1.0,0.2609,0.03,0.24,16.0,0.06,0.91,0.41,0.0
603050,2018,0.94,0.55,0.08,0.67,0.48,0.1425,0.6224,203.0,0.0636,0.7206,0.8843,0.2275,0.05,0.22,8.0,0.17,0.94,0.14,0.25
44213,2011,0.79,0.22,0.21,0.39,0.44,0.4103,0.5,543.0,0.0718,0.0204,0.874,0.2876,0.1,0.24,4.0,0.15,0.91,0.17,-0.04
385378,2014,0.72,0.09,0.17,0.42,0.5,0.2771,0.443,426.0,0.0071,0.0315,0.9762,0.2085,0.06,0.24,9.0,0.11,0.91,0.42,0.07
633608,2018,0.81,0.09,0.26,0.52,0.49,0.285,0.5181,408.0,0.6509,0.8567,0.3359,0.135,0.08,0.24,8.0,0.03,0.91,0.4,-0.03
632544,2019,0.97,0.55,0.04,0.5,0.48,0.0423,0.5096,43.0,0.0718,0.8519,0.8515,0.0585,0.11,0.19,5.0,0.09,0.91,0.02,-0.14
625234,2020,0.76,0.05,0.14,0.54,0.58,0.1634,0.5612,200.0,0.4546,0.6614,0.4531,0.1166,0.05,0.24,11.0,0.13,0.94,0.36,-0.15
1027765,2022,0.97,0.81,0.05,0.42,0.5,0.037,0.5042,151.0,0.1607,0.2497,0.6699,0.127,0.06,0.24,7.0,0.09,-1.0,0.09,0.11
456824,2017,0.87,0.09,0.18,0.51,0.51,0.3145,0.492,300.0,0.1008,0.4689,0.8697,0.294,0.13,0.24,5.0,0.04,0.94,0.35,0.16
390326,2017,0.95,0.73,0.06,0.32,0.52,0.1426,0.3211,166.0,0.23,0.0967,0.5527,0.1698,0.08,0.16,4.0,0.21,0.89,0.28,-0.34
41790,1991,0.76,0.06,0.23,0.43,0.47,0.2997,0.4981,375.0,-1.0,-1.0,-1.0,-1.0,0.04,0.24,10.0,0.13,0.91,0.27,0.04
3579,2002,0.93,0.51,0.1,0.55,0.5,0.3573,0.5452,230.0,0.0,0.0627,1.0,0.1413,0.08,0.23,6.0,0.04,0.89,0.26,-0.0
564056,2018,0.92,0.07,0.12,0.48,0.48,0.0795,0.4203,122.0,0.0753,0.4169,0.5708,0.17,0.08,0.24,7.0,0.05,0.91,0.35,-0.02
79027,2006,0.66,0.16,0.18,0.49,0.52,0.2849,0.4463,388.0,0.0,0.6052,1.0,0.3137,0.06,0.24,9.0,0.07,0.94,0.28,-0.0
343459,2016,0.81,0.02,0.29,0.48,0.51,0.3378,0.4981,334.0,0.0749,0.0357,0.9251,0.2167,0.03,0.24,15.0,0.04,0.91,0.09,0.08
117429,1959,0.79,0.19,0.15,0.51,0.51,0.2871,0.5023,357.0,0.0,0.1795,0.6415,0.2483,0.05,0.24,9.0,0.03,0.91,0.26,-0.08
454963,2016,0.92,0.19,0.05,0.55,0.49,0.0723,0.5283,135.0,0.0205,0.8356,0.955,0.0997,0.08,0.24,7.0,0.11,0.91,0.09,0.08
290224,2014,0.94,0.17,0.11,0.64,0.5,0.1377,0.5432,207.0,0.1372,0.7536,0.7343,0.2258,0.05,0.24,10.0,0.2,0.91,0.31,-0.16
133530,2012,0.8,0.11,0.17,0.37,0.51,0.2314,0.4905,281.0,0.0269,0.0284,0.9336,0.1829,0.04,0.24,11.0,0.17,0.94,0.35,-0.01
479574,2017,0.8,0.52,0.14,0.49,0.49,0.3371,0.4426,500.0,0.0083,0.7225,0.9843,0.248,0.07,0.22,7.0,0.02,-1.0,0.37,0.1
608537,2019,0.86,0.12,0.18,0.46,0.49,0.0997,0.4911,131.0,0.1177,0.0402,0.7744,0.2335,0.05,0.23,9.0,0.06,0.91,0.13,-0.12
479709,2017,0.76,0.12,0.12,0.47,0.46,0.2327,0.5313,360.0,0.0327,0.1766,0.3802,0.2052,0.06,0.24,10.0,0.07,0.91,0.28,-0.12
883220,2021,0.9,0.26,0.08,0.58,0.42,0.0499,0.6655,156.0,0.0435,0.7291,0.3603,0.215,0.08,0.23,6.0,0.21,0.89,0.2,-0.05
30813,1998,0.8,0.16,0.14,0.52,0.51,0.2451,0.539,290.0,0.4601,0.635,0.5399,0.2267,0.03,0.24,13.0,0.05,0.87,0.34,0.05
749256,2020,0.89,0.41,0.05,0.53,0.53,0.1644,0.6031,146.0,0.19,0.6371,0.7265,0.1666,0.12,0.23,4.0,0.05,0.91,0.09,-0.03
507211,2017,0.89,0.19,0.1,0.61,0.52,0.1491,0.5748,156.0,0.0709,0.7563,0.8395,0.2437,0.07,0.24,7.0,0.15,0.91,0.1,-0.02
329707,2009,0.71,0.23,0.19,0.45,0.51,0.3112,0.4824,429.0,0.1675,0.2096,0.6635,0.291,0.03,0.24,14.0,0.07,0.91,0.41,0.02
